ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
389	"ENSMUSG00000035086"	"Becn1"	chr11	-	101186359	101187142	101186359	101186450	101187019	101187142	389	1,7,3,4	1,0,0,1	7,16,2,4	2,0,0,0	298	149	1	1.0	0.333,1.0,1.0,0.667	0.636,1.0,1.0,1.0	-0.159
390	"ENSMUSG00000035086"	"Becn1"	chr11	-	101186359	101187142	101186359	101186450	101187083	101187142	390	2,16,13,9	113,167,200,170	15,48,8,13	176,657,146,143	298	149	0.245695264803	1.0	0.009,0.046,0.031,0.026	0.041,0.035,0.027,0.043	-0.009
391	"ENSMUSG00000039001"	"Rps21"	chr2	+	179899413	179899644	179899413	179899476	179899580	179899644	391	1,9,9,12	1392,2106,2271,503	9,54,11,15	1356,7012,1642,1854	252	149	1	1.0	0.0,0.003,0.002,0.014	0.004,0.005,0.004,0.005	0.0
392	"ENSMUSG00000071653"	"1810009A15Rik"	chr19	+	8866487	8867091	8866487	8866612	8867000	8867091	392	0,0,4,1	2,2,5,0	0,1,0,0	1,5,5,3	298	149	0.264780300688	1.0	0.0,0.0,0.286,1.0	0.0,0.091,0.0,0.0	0.299
393	"ENSMUSG00000029326"	"Enoph1"	chr5	+	100215657	100216619	100215657	100215800	100216154	100216619	393	0,1,3,0	0,7,0,0	0,0,0,0	0,2,0,1	298	149	1	1.0	NA,0.067,1.0,NA	NA,0.0,NA,0.0	0.533
394	"ENSMUSG00000015656"	"Hspa8"	chr9	+	40713213	40713919	40713213	40713423	40713713	40713919	394	0,0,0,0	2333,4901,6265,5105	0,1,0,0	6054,15508,4258,4125	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.0
395	"ENSMUSG00000015656"	"Hspa8"	chr9	+	40713713	40714187	40713713	40713919	40714034	40714187	395	0,0,0,0	3182,5723,7367,5970	0,1,0,0	8104,17695,5421,4988	263	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.0
400	"ENSMUSG00000036672"	"Cenpt"	chr8	-	106571304	106571810	106571304	106571627	106571705	106571810	400	0,0,0,0	8,6,8,2	1,2,0,0	9,38,3,2	226	149	1	1.0	0.0,0.0,0.0,0.0	0.068,0.034,0.0,0.0	-0.026
402	"ENSMUSG00000036672"	"Cenpt"	chr8	-	106571891	106573023	106571891	106572068	106572947	106573023	402	0,1,4,1	7,5,6,11	0,0,0,1	5,23,4,8	298	149	0.153247623602	0.959376663157	0.0,0.091,0.25,0.043	0.0,0.0,0.0,0.059	0.081
403	"ENSMUSG00000036672"	"Cenpt"	chr8	-	106572796	106573023	106572796	106572853	106572947	106573023	403	0,1,7,2	0,0,0,0	1,2,0,1	1,0,0,0	242	149	1	1.0	NA,1.0,1.0,1.0	0.381,1.0,NA,1.0	0.206
404	"ENSMUSG00000036672"	"Cenpt"	chr8	-	106575818	106576153	106575818	106575955	106576056	106576153	404	0,1,0,0	10,5,21,1	0,0,0,0	16,17,5,4	249	149	1	1.0	0.0,0.107,0.0,0.0	0.0,0.0,0.0,0.0	0.027
405	"ENSMUSG00000036672"	"Cenpt"	chr8	-	106576257	106576555	106576257	106576345	106576464	106576555	405	2,0,0,0	3,4,5,7	2,4,0,1	9,3,4,4	267	149	0.0217143443266	0.351187257354	0.271,0.0,0.0,0.0	0.11,0.427,0.0,0.122	-0.097
406	"ENSMUSG00000017721"	"Pigt"	chr2	+	164343000	164343570	164343000	164343088	164343404	164343570	406	0,3,1,1	0,0,0,2	0,2,0,0	0,0,0,0	298	149	1	1.0	NA,1.0,1.0,0.2	NA,1.0,NA,NA	-0.267
408	"ENSMUSG00000024012"	"Mtch1"	chr17	-	29551049	29551752	29551049	29551212	29551634	29551752	408	82,141,159,67	16,37,33,13	136,398,103,108	31,102,21,8	298	149	0.535810234831	1.0	0.719,0.656,0.707,0.72	0.687,0.661,0.71,0.871	-0.032
409	"ENSMUSG00000024012"	"Mtch1"	chr17	-	29551049	29551752	29551049	29551231	29551634	29551752	409	82,141,159,67	10,10,10,1	136,398,103,108	11,30,5,9	298	149	0.689830144406	1.0	0.804,0.876,0.888,0.971	0.861,0.869,0.912,0.857	0.01
410	"ENSMUSG00000024012"	"Mtch1"	chr17	-	29551049	29551752	29551049	29551253	29551634	29551752	410	82,141,159,67	3,2,3,0	136,398,103,108	9,21,1,5	298	149	0.000781974971064	0.0578661478587	0.932,0.972,0.964,1.0	0.883,0.905,0.981,0.915	0.046
411	"ENSMUSG00000024012"	"Mtch1"	chr17	-	29552487	29552816	29552487	29552563	29552748	29552816	411	5,5,6,14	215,345,309,191	9,34,8,14	361,1022,203,224	298	149	0.210286163927	1.0	0.011,0.007,0.01,0.035	0.012,0.016,0.019,0.03	-0.003
415	"ENSMUSG00000001065"	"Zfp276"	chr8	+	123991554	123991809	123991554	123991665	123991733	123991809	415	3,10,11,4	5,26,19,14	5,35,10,10	24,88,16,22	216	149	0.887806094972	1.0	0.293,0.21,0.285,0.165	0.126,0.215,0.301,0.239	0.018
417	"ENSMUSG00000085936"	"2610307P16Rik"	chr13	-	28852352	28852687	28852352	28852490	28852625	28852687	417	0,0,2,0	0,2,0,0	4,1,0,2	0,0,0,0	283	149	1	1.0	NA,0.0,1.0,NA	1.0,1.0,NA,1.0	-0.5
420	"ENSMUSG00000029359"	"Tesc"	chr5	+	118194441	118194709	118194441	118194503	118194601	118194709	420	31,48,24,28	457,581,463,328	58,131,29,22	485,1862,367,454	246	149	0.538666890102	1.0	0.039,0.048,0.03,0.049	0.068,0.041,0.046,0.029	-0.005
421	"ENSMUSG00000029359"	"Tesc"	chr5	+	118194441	118194709	118194441	118194508	118194601	118194709	421	28,44,22,26	88,101,104,68	54,124,29,23	143,348,64,98	241	149	0.660083282874	1.0	0.164,0.212,0.116,0.191	0.189,0.181,0.219,0.127	-0.008
422	"ENSMUSG00000022587"	"Ly6e"	chr15	+	74829625	74830237	74829625	74829726	74830117	74830237	422	0,6,15,4	587,809,1179,962	2,11,3,9	923,2589,594,675	298	149	1	1.0	0.0,0.004,0.006,0.002	0.001,0.002,0.003,0.007	-0.0
424	"ENSMUSG00000020840"	"Blmh"	chr11	+	76840785	76842011	76840785	76840895	76841869	76842011	424	4,0,2,2	50,80,107,62	3,23,1,5	98,241,70,85	298	149	0.00399464758324	0.137244677681	0.038,0.0,0.009,0.016	0.015,0.046,0.007,0.029	-0.009
425	"ENSMUSG00000028826"	"Maco1"	chr4	-	134530069	134534002	134530069	134531875	134533827	134534002	425	0,1,0,0	57,136,175,100	0,0,0,1	174,431,110,78	298	149	1	1.0	0.0,0.004,0.0,0.0	0.0,0.0,0.0,0.006	-0.001
426	"ENSMUSG00000066900"	"Suds3"	chr5	-	117232974	117237603	117232974	117233059	117237541	117237603	426	2,23,14,17	0,0,1,0	20,67,8,8	0,0,0,0	298	149	1	1.0	1.0,1.0,0.875,1.0	1.0,1.0,1.0,1.0	-0.031
429	"ENSMUSG00000021340"	"Gpld1"	chr13	+	25146609	25146860	25146609	25146637	25146720	25146860	429	0,0,0,1	0,6,10,9	1,0,0,1	11,15,9,7	231	149	1	1.0	NA,0.0,0.0,0.067	0.055,0.0,0.0,0.084	-0.012
431	"ENSMUSG00000025499"	"Hras"	chr7	-	140770842	140771380	140770842	140771140	140771254	140771380	431	13,18,30,17	1,6,5,0	32,64,27,32	6,35,6,3	262	149	0.103620624437	0.791135243717	0.881,0.63,0.773,1.0	0.752,0.51,0.719,0.858	0.111
432	"ENSMUSG00000025499"	"Hras"	chr7	-	140771254	140772203	140771254	140771380	140772043	140772203	432	0,1,0,0	190,225,237,132	1,0,0,0	266,769,206,265	298	149	1	1.0	0.0,0.002,0.0,0.0	0.002,0.0,0.0,0.0	0.0
436	"ENSMUSG00000036833"	"Pnpla7"	chr2	+	24892626	24893044	24892626	24892727	24892900	24893044	436	3,0,4,1	14,41,62,36	5,10,1,1	49,131,16,40	298	149	0.21120351634	1.0	0.097,0.0,0.031,0.014	0.049,0.037,0.03,0.012	0.004
442	"ENSMUSG00000024947"	"Men1"	chr19	+	6388312	6388991	6388312	6388449	6388855	6388991	442	0,0,0,0	22,56,34,33	0,1,1,0	50,114,21,38	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.004,0.023,0.0	-0.007
444	"ENSMUSG00000022553"	"Maf1"	chr15	+	76237337	76237660	76237337	76237459	76237540	76237660	444	9,8,17,11	206,282,302,242	19,36,7,16	328,1050,201,230	229	149	0.806419028699	1.0	0.028,0.018,0.035,0.029	0.036,0.022,0.022,0.043	-0.003
450	"ENSMUSG00000003526"	"Prodh"	chr16	-	17895307	17895747	17895307	17895393	17895654	17895747	450	27,21,30,16	0,0,0,0	25,102,21,13	0,2,0,0	298	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.962,1.0,1.0	0.01
451	"ENSMUSG00000003526"	"Prodh"	chr16	-	17895307	17895747	17895307	17895454	17895654	17895747	451	6,0,1,0	36,43,44,32	3,11,3,1	39,142,60,36	298	149	0.141472165251	0.91743483458	0.077,0.0,0.011,0.0	0.037,0.037,0.024,0.014	-0.006
453	"ENSMUSG00000026565"	"Pou2f1"	chr1	-	165703025	165703617	165703025	165703085	165703471	165703617	453	0,0,1,1	0,0,2,0	0,3,0,0	0,0,0,0	298	149	1	1.0	NA,NA,0.2,1.0	NA,1.0,NA,NA	-0.4
455	"ENSMUSG00000037266"	"Rsrp1"	chr4	+	134652603	134654129	134652603	134652743	134653336	134654129	455	3,2,7,6	5,5,12,7	5,11,1,1	11,23,4,8	298	149	0.303755047497	1.0	0.231,0.167,0.226,0.3	0.185,0.193,0.111,0.059	0.094
456	"ENSMUSG00000037266"	"Rsrp1"	chr4	+	134652603	134654129	134652603	134652743	134654045	134654129	456	228,287,367,349	128,250,235,296	360,986,250,209	245,548,198,139	298	149	0.340846883218	1.0	0.471,0.365,0.438,0.371	0.424,0.474,0.387,0.429	-0.017
457	"ENSMUSG00000028393"	"Alad"	chr4	-	62429104	62429849	62429104	62429160	62429760	62429849	457	1,1,3,1	98,124,143,93	4,12,4,2	128,483,80,108	298	149	0.771503717553	1.0	0.005,0.004,0.01,0.005	0.015,0.012,0.024,0.009	-0.009
458	"ENSMUSG00000018442"	"Derl2"	chr11	-	70904268	70906626	70904268	70904464	70906552	70906626	458	0,4,3,0	0,2,1,1	1,8,1,3	0,4,1,0	298	149	1	1.0	NA,0.5,0.6,0.0	1.0,0.5,0.333,1.0	-0.342
459	"ENSMUSG00000057110"	"Cntrl"	chr2	+	35065549	35066334	35065549	35065612	35066139	35066334	459	3,1,0,6	3,10,15,18	0,6,0,0	9,53,11,14	298	149	0.0265263447552	0.386695725918	0.333,0.048,0.0,0.143	0.0,0.054,0.0,0.0	0.118
464	"ENSMUSG00000087174"	"5530601H04Rik"	chrX	-	104110364	104112234	104110364	104110483	104112069	104112234	464	0,0,0,0	2,12,25,18	0,2,0,0	21,54,22,14	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.018,0.0,0.0	-0.004
466	"ENSMUSG00000087174"	"5530601H04Rik"	chrX	-	104110364	104112234	104110364	104110483	104112176	104112234	466	1,2,4,3	0,0,4,0	6,14,3,3	1,4,0,1	298	149	0.208025563975	1.0	1.0,1.0,0.333,1.0	0.75,0.636,1.0,0.6	0.087
468	"ENSMUSG00000026457"	"Adipor1"	chr1	+	134351695	134352660	134351695	134351812	134352488	134352660	468	11,11,3,0	269,498,504,270	6,22,4,11	402,1510,368,396	298	149	0.937415418298	1.0	0.02,0.011,0.003,0.0	0.007,0.007,0.005,0.014	0.0
469	"ENSMUSG00000038822"	"Hace1"	chr10	+	45577049	45586090	45577049	45577120	45585976	45586090	469	0,0,2,1	21,23,32,22	1,6,2,2	37,93,20,14	298	149	0.0864060412994	0.737069405794	0.0,0.0,0.03,0.022	0.013,0.031,0.048,0.067	-0.027
470	"ENSMUSG00000039648"	"Kyat1"	chr2	-	30075137	30075765	30075137	30075581	30075678	30075765	470	6,3,2,5	87,106,128,77	4,9,4,4	146,446,99,118	245	149	0.369980024762	1.0	0.04,0.017,0.009,0.038	0.016,0.012,0.024,0.02	0.008
472	"ENSMUSG00000032413"	"Rasa2"	chr9	-	96448068	96450540	96448068	96448175	96450416	96450540	472	0,0,0,0	12,21,16,27	2,1,2,2	15,71,18,19	298	149	0.571350024479	1.0	0.0,0.0,0.0,0.0	0.063,0.007,0.053,0.05	-0.043
474	"ENSMUSG00000002763"	"Pex6"	chr17	+	47034599	47034953	47034599	47034661	47034844	47034953	474	1,1,2,2	43,106,118,42	1,21,1,1	81,326,50,69	298	149	0.0450415552217	0.52064843927	0.011,0.005,0.008,0.023	0.006,0.031,0.01,0.007	-0.002
477	"ENSMUSG00000002799"	"Jag2"	chr12	-	112879090	112879613	112879090	112879137	112879224	112879613	477	0,1,6,0	16,34,38,18	2,14,3,0	29,90,29,35	235	149	0.0715310020851	0.661898050032	0.0,0.018,0.091,0.0	0.042,0.09,0.062,0.0	-0.021
478	"ENSMUSG00000002799"	"Jag2"	chr12	-	112879224	112879613	112879224	112879338	112879499	112879613	478	5,2,3,0	12,20,23,8	3,13,2,5	18,84,17,21	298	149	0.508899506828	1.0	0.172,0.048,0.061,0.0	0.077,0.072,0.056,0.106	-0.008
479	"ENSMUSG00000002799"	"Jag2"	chr12	-	112880223	112880559	112880223	112880343	112880428	112880559	479	0,2,0,0	24,52,43,16	1,8,0,1	53,158,38,46	233	149	0.63951867856	1.0	0.0,0.024,0.0,0.0	0.012,0.031,0.0,0.014	-0.008
480	"ENSMUSG00000071644"	"Eef1g"	chr19	+	8946525	8946870	8946525	8946589	8946727	8946870	480	1,3,2,1	535,742,852,510	2,7,0,0	812,2214,584,766	286	149	1	1.0	0.001,0.002,0.001,0.001	0.001,0.002,0.0,0.0	0.001
481	"ENSMUSG00000039686"	"Zer1"	chr2	-	29997506	29998134	29997506	29997680	29997987	29998134	481	0,0,0,0	24,40,54,20	0,0,0,1	34,152,38,41	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.012	-0.003
482	"ENSMUSG00000039686"	"Zer1"	chr2	-	29997987	29998347	29997987	29998134	29998232	29998347	482	0,0,0,0	60,72,74,35	1,4,0,1	70,252,47,49	246	149	1	1.0	0.0,0.0,0.0,0.0	0.009,0.01,0.0,0.012	-0.008
483	"ENSMUSG00000039686"	"Zer1"	chr2	-	29998232	30000393	29998232	29998347	30000216	30000393	483	0,0,2,0	54,69,81,49	3,2,0,1	102,264,68,66	298	149	1	1.0	0.0,0.0,0.012,0.0	0.014,0.004,0.0,0.008	-0.004
484	"ENSMUSG00000061046"	"Haghl"	chr17	-	26002476	26002860	26002476	26002556	26002758	26002860	484	0,0,4,1	41,32,38,31	4,6,0,3	41,171,24,37	298	149	0.207551143139	1.0	0.0,0.0,0.05,0.016	0.047,0.017,0.0,0.039	-0.009
485	"ENSMUSG00000061046"	"Haghl"	chr17	-	26003048	26003546	26003048	26003152	26003428	26003546	485	5,1,2,2	0,1,0,0	10,19,1,4	0,2,0,0	298	149	1	1.0	1.0,0.333,1.0,1.0	1.0,0.826,1.0,1.0	-0.123
487	"ENSMUSG00000027936"	"Crtc2"	chr3	+	90164423	90164718	90164423	90164525	90164601	90164718	487	0,0,1,2	13,22,25,19	2,4,1,1	31,52,15,22	224	149	1	1.0	0.0,0.0,0.026,0.065	0.041,0.049,0.042,0.029	-0.018
488	"ENSMUSG00000027936"	"Crtc2"	chr3	+	90165771	90166799	90165771	90165833	90166692	90166799	488	0,1,6,4	0,1,1,8	4,15,3,4	6,16,2,8	298	149	1	1.0	NA,0.333,0.75,0.2	0.25,0.319,0.429,0.2	0.128
489	"ENSMUSG00000003421"	"Nosip"	chr7	+	44725492	44725852	44725492	44725652	44725733	44725852	489	1,4,1,0	91,150,113,20	4,9,1,3	99,362,95,130	229	149	0.602486083365	1.0	0.007,0.017,0.006,0.0	0.026,0.016,0.007,0.015	-0.009
490	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34196844	34197497	34196844	34196946	34197096	34197497	490	1,3,3,0	0,0,0,1	0,10,2,1	0,0,0,0	298	149	1	1.0	1.0,1.0,1.0,0.0	NA,1.0,1.0,1.0	-0.25
491	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34196844	34197497	34196844	34196985	34197096	34197497	491	0,0,1,0	0,0,0,0	0,2,0,0	2,0,0,0	259	149	1	1.0	NA,NA,1.0,NA	0.0,1.0,NA,NA	0.5
494	"ENSMUSG00000039449"	"Prpf18"	chr2	-	4641958	4643806	4641958	4642027	4643659	4643806	494	0,1,3,5	46,123,139,138	0,3,0,4	150,551,106,94	298	149	1	1.0	0.0,0.004,0.011,0.018	0.0,0.003,0.0,0.021	0.002
498	"ENSMUSG00000063011"	"Msln"	chr17	-	25973105	25973351	25973105	25973196	25973316	25973351	498	0,0,0,0	0,1,0,0	0,0,0,1	0,0,0,0	268	149	1	1.0	NA,0.0,NA,NA	NA,NA,NA,1.0	-1.0
501	"ENSMUSG00000032383"	"Ppib"	chr9	+	65970270	65972953	65970270	65970364	65972768	65972953	501	4,5,9,5	339,397,485,400	4,26,1,0	458,1322,350,406	298	149	1	1.0	0.006,0.006,0.009,0.006	0.004,0.01,0.001,0.0	0.003
502	"ENSMUSG00000020898"	"Ctc1"	chr11	+	68911855	68913440	68911855	68911941	68913202	68913440	502	2,10,10,2	0,1,0,0	5,19,10,15	0,0,0,0	298	149	1	1.0	1.0,0.833,1.0,1.0	1.0,1.0,1.0,1.0	-0.042
503	"ENSMUSG00000020898"	"Ctc1"	chr11	+	68911855	68913440	68911855	68912019	68913202	68913440	503	0,0,2,0	8,21,13,5	0,3,0,0	18,51,3,11	298	149	1	1.0	0.0,0.0,0.071,0.0	0.0,0.029,0.0,0.0	0.01
504	"ENSMUSG00000020898"	"Ctc1"	chr11	+	68911855	68913440	68911855	68912019	68913218	68913440	504	0,0,2,0	0,0,1,0	0,3,0,0	2,12,0,2	298	149	1	1.0	NA,NA,0.5,NA	0.0,0.111,NA,0.0	0.463
505	"ENSMUSG00000089832"	"Shkbp1"	chr7	-	27054825	27055051	27054825	27054871	27054997	27055051	505	1,0,9,0	7,18,35,27	0,9,0,7	21,68,14,17	274	149	0.451237218757	1.0	0.072,0.0,0.123,0.0	0.0,0.067,0.0,0.183	-0.014
508	"ENSMUSG00000005373"	"Mlxipl"	chr5	+	135162105	135162513	135162105	135162262	135162397	135162513	508	2,4,3,4	14,26,16,4	7,15,13,5	14,67,14,22	283	149	0.108584899191	0.811854971672	0.07,0.075,0.09,0.345	0.208,0.105,0.328,0.107	-0.042
509	"ENSMUSG00000005373"	"Mlxipl"	chr5	+	135162607	135162975	135162607	135162727	135162800	135162975	509	4,2,2,0	0,0,0,0	0,6,4,0	2,6,0,0	221	149	1	1.0	1.0,1.0,1.0,NA	0.0,0.403,1.0,NA	0.532
510	"ENSMUSG00000005373"	"Mlxipl"	chr5	+	135162607	135162975	135162607	135162727	135162807	135162975	510	4,2,2,0	0,4,1,0	0,6,4,0	1,4,0,1	228	149	1	1.0	1.0,0.246,0.567,NA	0.0,0.495,1.0,0.0	0.231
511	"ENSMUSG00000005373"	"Mlxipl"	chr5	+	135162607	135162975	135162607	135162727	135162847	135162975	511	4,3,2,0	20,59,55,34	0,7,4,1	66,184,46,56	268	149	0.633729984093	1.0	0.1,0.027,0.02,0.0	0.0,0.021,0.046,0.01	0.017
515	"ENSMUSG00000008682"	"Rpl10"	chrX	+	73315265	73315513	73315265	73315324	73315405	73315513	515	7,4,10,9	1369,2297,3067,2867	6,15,2,4	2289,8543,2062,1927	229	149	1	1.0	0.003,0.001,0.002,0.002	0.002,0.001,0.001,0.001	0.001
516	"ENSMUSG00000025470"	"Zfp511"	chr7	+	139619238	139620515	139619238	139619358	139620155	139620515	516	0,0,0,0	22,14,15,12	0,3,0,0	31,100,20,16	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.015,0.0,0.0	-0.004
520	"ENSMUSG00000021223"	"Papln"	chr12	+	83822116	83823335	83822116	83822243	83823127	83823335	520	0,0,1,0	9,22,23,3	1,0,0,1	10,59,12,23	298	149	1	1.0	0.0,0.0,0.021,0.0	0.048,0.0,0.0,0.021	-0.012
521	"ENSMUSG00000052331"	"Ankrd44"	chr1	-	54696774	54698165	54696774	54696858	54698077	54698165	521	0,0,0,0	4,5,16,10	0,1,0,0	16,55,11,13	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.009,0.0,0.0	-0.002
522	"ENSMUSG00000002625"	"Akap8l"	chr17	-	32551452	32551890	32551452	32551583	32551784	32551890	522	0,1,6,1	68,110,127,129	5,12,0,7	134,384,79,90	298	149	0.168637017966	1.0	0.0,0.005,0.023,0.004	0.018,0.015,0.0,0.037	-0.01
523	"ENSMUSG00000002625"	"Akap8l"	chr17	-	32551976	32553670	32551976	32552118	32553561	32553670	523	4,0,2,1	17,47,45,37	3,10,0,2	59,165,41,50	298	149	0.477145027064	1.0	0.105,0.0,0.022,0.013	0.025,0.029,0.0,0.02	0.017
524	"ENSMUSG00000002625"	"Akap8l"	chr17	-	32551976	32554597	32551976	32553670	32554536	32554597	524	7,5,12,8	43,93,85,48	7,20,11,3	84,215,50,62	298	149	0.612778829248	1.0	0.075,0.026,0.066,0.077	0.04,0.044,0.099,0.024	0.009
525	"ENSMUSG00000002625"	"Akap8l"	chr17	-	32557244	32557488	32557244	32557328	32557430	32557488	525	23,55,77,51	16,31,24,19	74,231,63,50	22,69,21,23	250	149	0.157487944843	0.967042997483	0.461,0.514,0.657,0.615	0.667,0.666,0.641,0.564	-0.073
527	"ENSMUSG00000004567"	"Mcoln1"	chr8	+	3558683	3559235	3558683	3558780	3559135	3559235	527	1,1,2,0	55,90,109,72	2,2,0,0	115,279,72,97	298	149	1	1.0	0.009,0.006,0.009,0.0	0.009,0.004,0.0,0.0	0.003
529	"ENSMUSG00000020812"	"Snhg16"	chr11	+	116562989	116563564	116562989	116563181	116563489	116563564	529	0,0,2,0	9,11,18,5	0,3,0,1	12,53,8,13	298	149	1	1.0	0.0,0.0,0.053,0.0	0.0,0.028,0.0,0.037	-0.003
531	"ENSMUSG00000020812"	"Snhg16"	chr11	+	116564763	116566624	116564763	116565201	116566333	116566624	531	0,2,0,1	1,4,9,7	2,12,3,1	10,19,2,5	298	149	0.000356547609203	0.0354826344883	0.0,0.2,0.0,0.067	0.091,0.24,0.429,0.091	-0.146
532	"ENSMUSG00000047284"	"Neurl4"	chr11	+	69793833	69794545	69793833	69794278	69794479	69794545	532	0,6,10,2	10,35,31,18	9,12,4,5	39,116,23,27	298	149	1	1.0	0.0,0.079,0.139,0.053	0.103,0.049,0.08,0.085	-0.011
534	"ENSMUSG00000029298"	"Gbp9"	chr5	-	105230569	105231719	105230569	105230776	105231438	105231719	534	0,0,1,0	16,35,32,27	0,0,0,0	36,107,12,34	298	149	1	1.0	0.0,0.0,0.015,0.0	0.0,0.0,0.0,0.0	0.004
536	"ENSMUSG00000085882"	"2610507I01Rik"	chr11	-	59092318	59093259	59092318	59092405	59092949	59093259	536	3,8,6,3	18,54,32,15	5,20,3,0	33,166,33,35	298	149	0.262742745496	1.0	0.077,0.069,0.086,0.091	0.07,0.057,0.043,0.0	0.038
538	"ENSMUSG00000061878"	"Sphk1"	chr11	+	116425674	116426000	116425674	116425827	116425905	116426000	538	1,0,0,0	1,1,2,1	0,0,0,0	5,7,4,2	226	149	1	1.0	0.397,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.099
540	"ENSMUSG00000040356"	"Skic2"	chr17	-	35063979	35064290	35063979	35064076	35064143	35064290	540	0,6,3,0	29,48,30,2	2,10,5,1	28,95,22,30	215	149	0.25565931099	1.0	0.0,0.08,0.065,0.0	0.047,0.068,0.136,0.023	-0.032
541	"ENSMUSG00000040356"	"Skic2"	chr17	-	35064624	35064888	35064624	35064731	35064803	35064888	541	2,2,3,1	28,49,46,31	6,7,3,0	39,187,33,49	220	149	0.623365959607	1.0	0.046,0.027,0.042,0.021	0.094,0.025,0.058,0.0	-0.01
542	"ENSMUSG00000040356"	"Skic2"	chr17	-	35065002	35065643	35065002	35065123	35065497	35065643	542	6,11,11,5	0,1,0,0	12,18,8,10	1,0,3,0	298	149	0.581802766701	1.0	1.0,0.846,1.0,1.0	0.857,1.0,0.571,1.0	0.105
543	"ENSMUSG00000040356"	"Skic2"	chr17	-	35065002	35065643	35065002	35065149	35065497	35065643	543	0,0,0,0	36,56,58,43	0,1,0,0	71,196,48,48	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.003,0.0,0.0	-0.001
544	"ENSMUSG00000040356"	"Skic2"	chr17	-	35065842	35066300	35065842	35065971	35066118	35066300	544	0,0,5,0	19,56,68,22	1,1,3,1	63,222,40,56	295	149	1	1.0	0.0,0.0,0.036,0.0	0.008,0.002,0.036,0.009	-0.005
545	"ENSMUSG00000031482"	"Slc25a15"	chr8	-	22870853	22873360	22870853	22871023	22873222	22873360	545	0,4,0,0	9,21,40,9	0,2,1,0	31,88,13,28	298	149	1	1.0	0.0,0.087,0.0,0.0	0.0,0.011,0.037,0.0	0.01
546	"ENSMUSG00000086841"	"2410006H16Rik"	chr11	+	62493701	62494108	62493701	62493849	62494060	62494108	546	1,2,4,1	60,146,61,17	0,3,0,0	40,238,34,66	298	149	1	1.0	0.008,0.007,0.032,0.029	0.0,0.006,0.0,0.0	0.017
547	"ENSMUSG00000086841"	"2410006H16Rik"	chr11	+	62493701	62494108	62493701	62493859	62494060	62494108	547	1,2,4,1	0,5,2,0	0,3,0,0	0,2,0,1	298	149	1	1.0	1.0,0.167,0.5,1.0	NA,0.429,NA,0.0	0.452
549	"ENSMUSG00000086841"	"2410006H16Rik"	chr11	+	62493701	62494472	62493701	62494108	62494422	62494472	549	5,1,4,2	60,118,54,31	3,6,1,0	61,242,29,54	298	149	0.328291536394	1.0	0.04,0.004,0.036,0.031	0.024,0.012,0.017,0.0	0.014
551	"ENSMUSG00000086841"	"2410006H16Rik"	chr11	+	62494060	62495292	62494060	62494472	62495228	62495292	551	0,0,0,1	88,126,94,69	0,3,2,2	90,288,50,72	298	149	1	1.0	0.0,0.0,0.0,0.007	0.0,0.005,0.02,0.014	-0.008
553	"ENSMUSG00000086841"	"2410006H16Rik"	chr11	+	62494060	62495635	62494060	62495292	62495480	62495635	553	0,2,2,0	57,76,101,77	0,10,0,0	92,259,67,57	298	149	1	1.0	0.0,0.013,0.01,0.0	0.0,0.019,0.0,0.0	0.001
557	"ENSMUSG00000062963"	"Ufc1"	chr1	-	171117090	171117520	171117090	171117167	171117427	171117520	557	0,4,3,4	0,4,2,7	3,9,0,1	1,12,7,6	298	149	1	1.0	NA,0.333,0.429,0.222	0.6,0.273,0.0,0.077	0.091
558	"ENSMUSG00000062963"	"Ufc1"	chr1	-	171117090	171117520	171117090	171117167	171117456	171117520	558	1,4,3,5	303,419,427,419	5,16,4,1	474,1427,294,375	298	149	1	1.0	0.002,0.005,0.004,0.006	0.005,0.006,0.007,0.001	-0.0
561	"ENSMUSG00000021238"	"Aldh6a1"	chr12	-	84488844	84490562	84488844	84488919	84490502	84490562	561	0,6,7,6	94,284,223,171	8,25,4,3	220,921,216,234	298	149	0.732302646775	1.0	0.0,0.01,0.015,0.017	0.018,0.013,0.009,0.006	-0.001
