ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1600	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59045021	59045158	59119561	59119596	58991193	58991472	59135409	59135541	1600	120,52,70,56	75,59,61,67	33,39,58,61	56,28,49,101	285	183	0.23762691923	0.973092662261	0.507,0.361,0.424,0.349	0.275,0.472,0.432,0.279	0.046
1601	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59045021	59045158	59096731	59096844	58991363	58991472	59135409	59135478	1601	120,52,70,56	14,12,14,13	33,39,58,61	9,6,8,17	285	261	0.624151519598	1.0	0.887,0.799,0.821,0.798	0.771,0.856,0.869,0.767	0.01
1602	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59119561	59119596	59135409	59135541	58991193	58991472	59135648	59135836	1602	2,2,0,0	305,267,312,320	0,0,0,0	229,178,265,482	183	280	1	1.0	0.01,0.011,0.0,0.0	0.0,0.0,0.0,0.0	0.005
1603	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59119561	59119596	59135409	59135541	59045021	59045158	59135648	59135710	1603	5,1,3,2	307,267,312,320	0,0,7,2	231,181,265,483	183	280	0.85573636442	1.0	0.024,0.006,0.014,0.009	0.0,0.0,0.039,0.006	0.002
1604	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59119561	59119596	59135409	59135541	59060092	59060198	59135648	59135836	1604	2,2,0,0	305,266,311,320	0,0,0,0	229,176,265,482	183	280	1	1.0	0.01,0.011,0.0,0.0	0.0,0.0,0.0,0.0	0.005
1605	"ENSMUSG00000028631"	"Kcnq4"	chr4	-	120572447	120572558	120572962	120573088	120572181	120572277	120573748	120573924	1605	14,11,10,13	7,3,10,16	3,8,8,21	7,6,8,1	274	259	0.745574620786	1.0	0.654,0.776,0.486,0.434	0.288,0.558,0.486,0.952	0.017
1606	"ENSMUSG00000074749"	"Kiz"	chr2	+	146783929	146784095	146792442	146792508	146732900	146733204	146794897	146794984	1606	2,4,4,0	134,89,124,91	0,0,0,3	82,64,97,174	298	214	0.664378236565	1.0	0.011,0.031,0.023,0.0	0.0,0.0,0.0,0.012	0.013
1607	"ENSMUSG00000074749"	"Kiz"	chr2	+	146783929	146784095	146792442	146792508	146777722	146777804	146794897	146794984	1607	314,263,297,293	134,86,123,88	224,170,289,455	79,64,98,174	298	214	0.927918539496	1.0	0.627,0.687,0.634,0.705	0.671,0.656,0.679,0.653	-0.002
1608	"ENSMUSG00000003809"	"Gcdh"	chr8	-	85619030	85619201	85619459	85619522	85617641	85617771	85619649	85619793	1608	227,157,174,201	393,316,329,354	127,71,153,234	224,172,343,435	211	298	0.330257315866	1.0	0.449,0.412,0.428,0.445	0.445,0.368,0.386,0.432	0.026
1609	"ENSMUSG00000057230"	"Aak1"	chr6	+	86933240	86933554	86936013	86936256	86932085	86932240	86940974	86941207	1609	138,133,102,108	22,11,24,18	100,72,111,136	17,7,14,17	298	298	0.36206390232	1.0	0.863,0.924,0.81,0.857	0.855,0.911,0.888,0.889	-0.022
1610	"ENSMUSG00000057230"	"Aak1"	chr6	+	86947972	86948068	86958277	86958379	86944250	86944355	86959523	86959625	1610	47,35,31,32	35,30,34,21	35,25,40,51	32,10,17,34	244	250	0.151836791369	0.835505692809	0.579,0.544,0.483,0.61	0.528,0.719,0.707,0.606	-0.086
1611	"ENSMUSG00000057230"	"Aak1"	chr6	+	86959523	86959625	86963245	86963356	86944250	86944355	86964185	86968846	1611	2,6,3,3	4,3,7,7	3,1,4,2	1,6,9,12	250	259	0.34843377923	1.0	0.341,0.674,0.307,0.307	0.757,0.147,0.315,0.147	0.066
1612	"ENSMUSG00000018425"	"Dhx40"	chr11	-	86683987	86684087	86688448	86688580	86680311	86680398	86689747	86689814	1612	74,71,51,75	79,52,68,52	53,19,63,100	43,29,53,95	280	248	0.867554742946	1.0	0.453,0.547,0.399,0.561	0.522,0.367,0.513,0.482	0.019
1613	"ENSMUSG00000107476"	"Zfp862-ps"	chr6	+	48491085	48491260	48501957	48502056	48488748	48489446	48504378	48504483	1613	7,4,6,12	5,0,2,4	3,6,8,11	1,1,0,0	298	247	2.91969791192e-05	0.00899043623226	0.537,1.0,0.713,0.713	0.713,0.833,1.0,1.0	-0.146
1614	"ENSMUSG00000107476"	"Zfp862-ps"	chr6	+	48492170	48492290	48501957	48502056	48488748	48489446	48504378	48504483	1614	0,1,1,1	5,0,2,4	1,1,0,0	1,1,0,0	268	247	1	1.0	0.0,1.0,0.315,0.187	0.48,0.48,NA,NA	-0.104
1615	"ENSMUSG00000090272"	"Mndal"	chr1	-	173692964	173693123	173698943	173699111	173690026	173690449	173700417	173700585	1615	159,150,144,141	247,199,174,163	97,65,121,194	118,69,119,313	298	298	0.614959498653	1.0	0.392,0.43,0.453,0.464	0.451,0.485,0.504,0.383	-0.021
1616	"ENSMUSG00000090272"	"Mndal"	chr1	-	173692964	173693123	173700417	173700585	173690026	173690449	173701916	173702038	1616	89,69,80,54	247,198,175,163	58,58,51,111	118,69,119,313	298	298	0.0988986807189	0.747153378814	0.265,0.258,0.314,0.249	0.33,0.457,0.3,0.262	-0.066
1617	"ENSMUSG00000090272"	"Mndal"	chr1	-	173692964	173693123	173695765	173695885	173690124	173690449	173698943	173699111	1617	1,2,5,4	353,266,241,230	5,0,2,4	170,98,161,386	268	298	0.639958565082	1.0	0.003,0.008,0.023,0.019	0.032,0.0,0.014,0.011	-0.001
1618	"ENSMUSG00000090272"	"Mndal"	chr1	-	173698943	173699111	173700417	173700585	173690026	173690449	173701916	173702038	1618	89,69,80,54	18,23,16,15	58,58,51,111	12,17,17,21	298	298	0.927770073939	1.0	0.832,0.75,0.833,0.783	0.829,0.773,0.75,0.841	0.001
1619	"ENSMUSG00000090272"	"Mndal"	chr1	-	173698943	173699111	173700417	173700585	173692964	173693123	173701916	173702038	1619	89,70,78,54	107,69,68,70	58,58,51,111	52,29,42,73	298	298	0.00921726030256	0.312775761206	0.454,0.504,0.534,0.435	0.527,0.667,0.548,0.603	-0.104
1620	"ENSMUSG00000024953"	"Prdx5"	chr19	-	6884433	6884495	6884609	6884648	6884073	6884319	6884909	6885041	1620	365,301,279,232	1981,1592,1654,1641	183,162,274,306	1187,824,1396,1946	187	210	0.804606409452	1.0	0.171,0.175,0.159,0.137	0.148,0.181,0.181,0.15	-0.005
1621	"ENSMUSG00000024953"	"Prdx5"	chr19	-	6884609	6884648	6884909	6885041	6884433	6884495	6885349	6885484	1621	4438,3355,3163,3261	1006,847,817,764	2370,1846,2909,3828	590,396,699,878	280	187	0.614301657193	1.0	0.747,0.726,0.721,0.74	0.728,0.757,0.735,0.744	-0.007
1622	"ENSMUSG00000032393"	"Dpp8"	chr9	+	64971100	64971236	64973632	64973778	64970708	64970861	64981720	64981867	1622	289,290,278,256	264,242,267,230	226,161,243,467	187,130,235,432	284	294	0.878892583124	1.0	0.531,0.554,0.519,0.535	0.556,0.562,0.517,0.528	-0.006
1623	"ENSMUSG00000034771"	"Tle2"	chr10	+	81416317	81416501	81416728	81416748	81416090	81416132	81417478	81417589	1623	0,0,1,5	6,5,3,4	0,1,0,2	2,1,8,11	298	168	0.268463455169	0.998455227666	0.0,0.0,0.158,0.413	0.0,0.361,0.0,0.093	0.029
1624	"ENSMUSG00000034771"	"Tle2"	chr10	+	81416317	81416501	81416728	81416748	81416090	81416165	81417478	81417589	1624	1,1,0,1	4,5,3,4	1,0,2,2	2,1,9,11	298	168	1	1.0	0.124,0.101,0.0,0.124	0.22,0.0,0.111,0.093	-0.019
1625	"ENSMUSG00000028030"	"Tbck"	chr3	+	132443265	132443349	132448762	132448848	132441834	132441885	132456947	132456984	1625	18,20,8,11	17,9,15,12	10,8,8,15	9,4,9,10	232	234	0.566222035339	1.0	0.516,0.691,0.35,0.48	0.528,0.669,0.473,0.602	-0.059
1626	"ENSMUSG00000028030"	"Tbck"	chr3	+	132448762	132448848	132456947	132456984	132443265	132443349	132458268	132458430	1626	18,22,10,13	5,9,15,7	14,9,17,17	7,4,4,27	234	185	0.885628144705	1.0	0.74,0.659,0.345,0.595	0.613,0.64,0.771,0.332	-0.004
1627	"ENSMUSG00000038526"	"Car14"	chr3	-	95806288	95806309	95806535	95806656	95806112	95806197	95806742	95806900	1627	674,607,691,497	168,112,135,118	496,369,511,1009	106,78,109,234	269	169	0.883243364552	1.0	0.716,0.773,0.763,0.726	0.746,0.748,0.747,0.73	0.002
1628	"ENSMUSG00000034601"	"2700049A03Rik"	chr12	+	71201535	71201697	71203820	71203944	71199423	71199571	71205601	71205731	1628	13,14,10,13	14,14,13,18	11,3,4,29	6,1,5,23	298	272	0.159517043025	0.857177321312	0.459,0.477,0.412,0.397	0.626,0.732,0.422,0.535	-0.143
1629	"ENSMUSG00000012535"	"Tnpo3"	chr6	-	29571034	29571126	29572584	29572692	29568852	29568992	29575004	29575151	1629	229,189,176,143	134,127,100,91	158,93,135,279	83,59,125,181	256	240	0.476634098985	1.0	0.616,0.582,0.623,0.596	0.641,0.596,0.503,0.591	0.021
1630	"ENSMUSG00000039304"	"Tnfsf10"	chr3	+	27380081	27380219	27383201	27383244	27371176	27371439	27388212	27388317	1630	67,53,32,42	22,23,17,18	24,15,26,54	8,11,17,23	286	191	0.450267136806	1.0	0.67,0.606,0.557,0.609	0.667,0.477,0.505,0.611	0.046
1631	"ENSMUSG00000021552"	"Gkap1"	chr13	-	58389467	58389569	58398944	58398967	58386462	58386526	58403560	58403684	1631	19,11,7,12	86,84,64,57	1,13,6,15	56,33,51,68	171	250	0.81535046862	1.0	0.244,0.161,0.138,0.235	0.025,0.365,0.147,0.244	-0.001
1632	"ENSMUSG00000021552"	"Gkap1"	chr13	-	58391615	58391768	58403560	58403684	58389467	58389569	58407247	58407325	1632	103,106,106,78	36,38,38,51	100,51,82,160	27,24,17,49	272	298	0.0700045858169	0.652862882296	0.758,0.753,0.753,0.626	0.802,0.7,0.841,0.782	-0.059
1633	"ENSMUSG00000020902"	"Ntn1"	chr11	-	68168248	68168437	68275928	68277010	68151322	68151472	68291210	68291468	1633	1,0,0,0	118,104,111,102	0,2,0,0	93,53,86,118	298	298	1	1.0	0.008,0.0,0.0,0.0	0.0,0.036,0.0,0.0	-0.007
1634	"ENSMUSG00000006494"	"Pdk1"	chr2	+	71716325	71716403	71717725	71717802	71714186	71714276	71719239	71719338	1634	396,297,336,343	540,484,483,461	257,170,290,492	334,229,376,653	226	225	0.322948370742	1.0	0.422,0.379,0.409,0.426	0.434,0.425,0.434,0.429	-0.022
1635	"ENSMUSG00000006494"	"Pdk1"	chr2	+	71726032	71726143	71727990	71728104	71719239	71719338	71730327	71732330	1635	507,432,440,423	576,479,490,462	356,201,380,634	433,260,390,803	259	262	0.410351379369	1.0	0.471,0.477,0.476,0.481	0.454,0.439,0.496,0.444	0.018
1637	"ENSMUSG00000028613"	"Lrp8"	chr4	+	107705477	107705600	107707300	107707339	107704640	107704763	107708504	107708624	1637	1,2,0,3	1,2,2,3	0,0,0,0	1,0,0,2	271	187	1	1.0	0.408,0.408,0.0,0.408	0.0,NA,NA,0.0	0.306
1639	"ENSMUSG00000028613"	"Lrp8"	chr4	+	107705477	107705600	107708504	107708624	107704640	107704763	107708696	107708822	1639	0,2,2,0	1,3,0,2	0,0,0,0	0,0,1,1	271	268	1	1.0	0.0,0.397,1.0,0.0	NA,NA,0.0,0.0	0.349
1640	"ENSMUSG00000028613"	"Lrp8"	chr4	+	107707300	107707339	107708504	107708624	107704640	107704763	107708696	107708822	1640	2,1,0,0	1,3,0,2	0,0,0,0	0,0,1,1	187	268	1	1.0	0.741,0.323,NA,0.0	NA,NA,0.0,0.0	0.355
1641	"ENSMUSG00000028613"	"Lrp8"	chr4	+	107707300	107707339	107708504	107708624	107705477	107705600	107708696	107708822	1641	0,1,0,0	2,3,0,5	0,0,0,0	0,0,1,1	187	268	1	1.0	0.0,0.323,NA,0.0	NA,NA,0.0,0.0	0.108
1642	"ENSMUSG00000028613"	"Lrp8"	chr4	+	107708504	107708624	107708696	107708822	107705477	107705600	107711445	107711620	1642	0,0,0,3	3,3,4,3	0,0,0,0	2,0,7,5	268	274	1	1.0	0.0,0.0,0.0,0.506	0.0,NA,0.0,0.0	0.127
1643	"ENSMUSG00000028613"	"Lrp8"	chr4	+	107708504	107708624	107708696	107708822	107707300	107707339	107711445	107711620	1643	0,3,2,2	4,3,2,3	1,0,0,1	2,0,7,5	268	274	1	1.0	0.0,0.506,0.506,0.405	0.338,NA,0.0,0.17	0.185
1645	"ENSMUSG00000021809"	"Nudt13"	chr14	+	20347582	20347699	20350654	20350747	20345155	20345334	20354020	20354160	1645	1,2,1,4	165,147,143,148	1,1,0,0	129,95,87,148	265	241	1	1.0	0.005,0.012,0.006,0.024	0.007,0.009,0.0,0.0	0.008
1646	"ENSMUSG00000021809"	"Nudt13"	chr14	+	20359739	20359865	20361538	20361693	20356299	20357867	20366091	20366592	1646	136,85,96,102	229,225,242,231	70,42,87,100	198,124,173,340	274	298	0.0947317571269	0.733528865333	0.392,0.291,0.301,0.324	0.278,0.269,0.354,0.242	0.041
1647	"ENSMUSG00000029141"	"Slc4a1ap"	chr5	+	31685386	31685582	31687976	31688099	31684338	31685028	31689316	31689377	1647	119,78,104,83	67,60,59,62	58,39,79,113	59,29,49,71	298	271	0.464509153219	1.0	0.618,0.542,0.616,0.549	0.472,0.55,0.595,0.591	0.029
1648	"ENSMUSG00000029141"	"Slc4a1ap"	chr5	+	31693481	31693668	31697729	31697841	31692201	31692271	31701013	31701257	1648	98,102,101,83	65,49,51,57	71,48,80,146	36,38,63,85	298	260	0.45093342865	1.0	0.568,0.645,0.633,0.56	0.632,0.524,0.526,0.6	0.031
1649	"ENSMUSG00000029141"	"Slc4a1ap"	chr5	+	31697729	31697841	31701013	31701257	31692201	31692271	31703523	31703610	1649	1,3,0,0	21,29,33,31	0,1,1,3	20,20,31,31	260	298	1	1.0	0.052,0.106,0.0,0.0	0.0,0.054,0.036,0.1	-0.008
1650	"ENSMUSG00000029141"	"Slc4a1ap"	chr5	+	31697729	31697841	31701013	31701257	31692201	31692271	31705954	31706025	1650	3,5,3,0	24,18,26,17	6,7,3,13	18,5,15,23	260	298	0.00190509831058	0.123000040072	0.125,0.241,0.117,0.0	0.276,0.616,0.186,0.393	-0.247
1651	"ENSMUSG00000029141"	"Slc4a1ap"	chr5	+	31697729	31697841	31703523	31703610	31692201	31692271	31705954	31706025	1651	3,5,3,0	14,8,13,19	6,7,3,13	9,9,8,26	260	235	0.00982458692133	0.319273083973	0.162,0.361,0.173,0.0	0.376,0.413,0.253,0.311	-0.164
1652	"ENSMUSG00000029141"	"Slc4a1ap"	chr5	+	31697729	31697841	31701013	31701257	31693481	31693668	31703523	31703610	1652	66,62,76,67	21,30,33,34	67,36,72,105	21,20,31,31	260	298	0.404953780945	1.0	0.783,0.703,0.725,0.693	0.785,0.674,0.727,0.795	-0.019
1653	"ENSMUSG00000029141"	"Slc4a1ap"	chr5	+	31697729	31697841	31701013	31701257	31693481	31693668	31705954	31706025	1653	74,64,79,67	24,19,26,20	74,42,75,115	19,5,15,23	260	298	0.0226622461298	0.445665328191	0.779,0.794,0.777,0.793	0.817,0.906,0.851,0.851	-0.07
1654	"ENSMUSG00000029141"	"Slc4a1ap"	chr5	+	31701013	31701257	31703523	31703610	31692201	31692271	31705954	31706025	1654	24,18,26,17	14,8,13,19	18,5,15,23	9,9,8,26	298	235	0.412467813137	1.0	0.575,0.64,0.612,0.414	0.612,0.305,0.597,0.411	0.079
1655	"ENSMUSG00000029141"	"Slc4a1ap"	chr5	+	31701013	31701257	31703523	31703610	31697729	31697841	31705954	31706025	1655	97,73,84,82	13,9,12,19	55,45,86,121	9,9,8,27	298	235	0.748677523126	1.0	0.855,0.865,0.847,0.773	0.828,0.798,0.894,0.779	0.01
1656	"ENSMUSG00000042213"	"Zfand4"	chr6	+	116251776	116251986	116261700	116261776	116250533	116250833	116262814	116262882	1656	12,9,8,3	13,20,8,16	7,6,11,6	16,5,15,13	298	224	0.810201740342	1.0	0.41,0.253,0.429,0.124	0.247,0.474,0.355,0.258	-0.029
1657	"ENSMUSG00000042213"	"Zfand4"	chr6	+	116251776	116251986	116262814	116262882	116250533	116250833	116264942	116265129	1657	12,13,9,3	5,8,11,7	11,3,14,14	4,1,7,10	298	216	0.206008230603	0.931527788489	0.635,0.541,0.372,0.237	0.666,0.685,0.592,0.504	-0.165
1658	"ENSMUSG00000020099"	"Unc5b"	chr10	-	60612963	60612996	60613168	60613333	60610744	60610939	60613946	60614114	1658	92,49,24,27	9,8,5,2	31,29,32,29	6,0,7,5	298	181	0.894268962921	1.0	0.861,0.788,0.745,0.891	0.758,1.0,0.735,0.779	0.003
1659	"ENSMUSG00000019790"	"Stxbp5"	chr10	-	9659931	9659979	9660084	9660144	9653764	9653815	9665106	9665172	1659	11,2,9,3	7,16,11,6	2,2,11,17	3,0,10,10	208	196	0.114967298804	0.767191047217	0.597,0.105,0.435,0.32	0.386,1.0,0.509,0.616	-0.264
1660	"ENSMUSG00000028559"	"Osbpl9"	chr4	-	108940285	108940445	108943523	108943628	108930233	108930346	108944591	108944682	1660	87,102,90,84	481,419,349,351	84,46,92,112	290,193,292,545	253	298	0.28792461393	1.0	0.176,0.223,0.233,0.22	0.254,0.219,0.271,0.195	-0.022
1661	"ENSMUSG00000028559"	"Osbpl9"	chr4	-	108940285	108940445	108948857	108948896	108930233	108930346	108955699	108955750	1661	50,43,36,36	481,419,347,351	38,27,32,47	290,193,291,544	187	298	0.626203755036	1.0	0.142,0.141,0.142,0.14	0.173,0.182,0.149,0.121	-0.015
1662	"ENSMUSG00000028559"	"Osbpl9"	chr4	-	108944591	108944682	108955699	108955750	108940285	108940445	108957117	108957147	1662	28,27,45,28	0,1,2,0	28,17,36,43	1,0,1,1	199	239	1	1.0	1.0,0.97,0.964,1.0	0.971,1.0,0.977,0.981	0.001
1663	"ENSMUSG00000028559"	"Osbpl9"	chr4	-	108957117	108957147	108958312	108958360	108930233	108930346	108959693	108959789	1663	53,33,30,44	0,0,0,0	41,23,23,41	0,0,0,1	196	178	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.974	0.006
1664	"ENSMUSG00000039356"	"Exosc2"	chr2	+	31562483	31562585	31564526	31564572	31560726	31560873	31564706	31564796	1664	58,18,34,24	24,31,30,12	28,18,15,46	20,14,15,45	250	194	0.592456817756	1.0	0.652,0.311,0.468,0.608	0.521,0.499,0.437,0.442	0.035
1665	"ENSMUSG00000039356"	"Exosc2"	chr2	+	31564526	31564572	31564706	31564796	31562483	31562585	31565850	31565916	1665	22,28,26,27	16,20,18,13	17,11,20,42	14,7,16,51	194	238	0.124298803658	0.775034113658	0.628,0.632,0.639,0.718	0.598,0.658,0.605,0.503	0.063
1666	"ENSMUSG00000021945"	"Zmym2"	chr14	+	57163297	57163414	57165643	57165794	57158958	57159074	57169545	57169718	1666	91,65,77,82	108,83,60,89	77,46,71,148	75,43,85,133	265	298	0.567446036165	1.0	0.487,0.468,0.591,0.509	0.536,0.546,0.484,0.556	-0.017
1667	"ENSMUSG00000026036"	"Nif3l1"	chr1	+	58494755	58494894	58496938	58497022	58491247	58491374	58500299	58501425	1667	106,80,111,110	24,30,20,30	96,40,65,119	18,11,20,33	287	232	0.920192814834	1.0	0.781,0.683,0.818,0.748	0.812,0.746,0.724,0.745	0.001
1668	"ENSMUSG00000027466"	"Rbck1"	chr2	-	152164079	152164191	152165091	152165252	152161043	152161223	152166186	152166360	1668	133,69,38,44	159,88,89,82	26,44,48,27	62,54,79,99	298	260	0.190572736128	0.913869058023	0.422,0.406,0.271,0.319	0.268,0.416,0.346,0.192	0.049
1669	"ENSMUSG00000035325"	"Sec31a"	chr5	-	100511686	100511806	100513589	100513853	100511235	100511307	100516152	100516211	1669	286,221,242,203	284,234,233,200	182,143,195,285	178,121,187,299	298	268	0.730078803682	1.0	0.475,0.459,0.483,0.477	0.479,0.515,0.484,0.462	-0.012
1670	"ENSMUSG00000035325"	"Sec31a"	chr5	-	100536392	100536470	100536926	100536965	100533986	100534062	100538617	100538692	1670	43,50,52,36	101,112,135,121	37,31,44,70	101,73,77,193	187	226	0.618898027204	1.0	0.34,0.35,0.318,0.264	0.307,0.339,0.408,0.305	-0.022
1671	"ENSMUSG00000035325"	"Sec31a"	chr5	-	100543660	100543760	100547205	100547348	100541061	100541223	100550073	100550214	1671	237,213,217,178	110,92,68,93	229,109,219,339	89,60,90,143	291	248	0.980789744323	1.0	0.647,0.664,0.731,0.62	0.687,0.608,0.675,0.669	0.006
1672	"ENSMUSG00000024442"	"Dele1"	chr18	+	38391080	38391239	38391322	38391415	38390310	38390453	38392949	38393109	1672	561,541,573,491	460,423,421,491	372,243,475,767	362,214,375,639	298	241	0.634346288552	1.0	0.497,0.508,0.524,0.447	0.454,0.479,0.506,0.493	0.011
1673	"ENSMUSG00000002107"	"Celf2"	chr2	-	6608834	6608993	6612692	6612772	6604844	6604908	6620498	6620633	1673	47,48,45,44	98,84,91,65	33,15,32,45	64,62,66,130	228	298	0.0573673794519	0.623169465296	0.385,0.428,0.393,0.469	0.403,0.24,0.388,0.311	0.083
1674	"ENSMUSG00000002107"	"Celf2"	chr2	-	6668925	6669008	6726227	6726424	6629481	6629530	6877166	6877408	1674	10,7,3,1	77,71,76,59	10,4,7,10	64,28,63,85	298	231	0.0570886622713	0.623169465296	0.091,0.071,0.03,0.013	0.108,0.1,0.079,0.084	-0.042
1675	"ENSMUSG00000002107"	"Celf2"	chr2	-	6668925	6669008	6726227	6726424	6629481	6629530	6967189	6967225	1675	175,165,183,114	77,71,76,58	95,74,145,221	65,28,63,85	298	231	0.856027520197	1.0	0.638,0.643,0.651,0.604	0.531,0.672,0.641,0.668	0.006
1676	"ENSMUSG00000039652"	"Cpeb3"	chr19	-	37021921	37022103	37031659	37031774	36998690	37002487	37045572	37045691	1676	236,190,220,168	235,170,228,143	152,124,189,321	146,94,144,334	263	298	0.547230846348	1.0	0.532,0.559,0.522,0.571	0.541,0.599,0.598,0.521	-0.019
1677	"ENSMUSG00000039652"	"Cpeb3"	chr19	-	37065819	37065987	37103731	37103788	37045572	37045691	37116530	37116621	1677	19,28,23,15	2,0,0,1	19,11,25,18	0,0,0,0	205	298	1	1.0	0.932,1.0,1.0,0.956	1.0,1.0,1.0,1.0	-0.028
1678	"ENSMUSG00000039652"	"Cpeb3"	chr19	-	37103731	37103788	37116530	37116621	37065819	37065987	37151366	37152385	1678	89,51,59,63	61,55,46,60	51,25,60,68	59,26,49,85	239	205	0.168668756258	0.877191787415	0.556,0.443,0.524,0.474	0.426,0.452,0.512,0.407	0.05
1679	"ENSMUSG00000036501"	"Fam13b"	chr18	-	34596013	34596062	34606602	34606738	34595113	34595261	34620031	34620192	1679	39,30,22,33	37,29,24,31	34,19,32,65	16,19,29,68	284	197	0.49740921685	1.0	0.422,0.418,0.389,0.425	0.596,0.41,0.434,0.399	-0.046
1680	"ENSMUSG00000020250"	"Txnrd1"	chr10	+	82710446	82710569	82713099	82713219	82696134	82696464	82715039	82715182	1680	33,20,15,19	227,216,203,189	10,5,20,14	166,90,172,272	271	268	0.0343439180084	0.52715465527	0.126,0.084,0.068,0.09	0.056,0.052,0.103,0.048	0.027
1681	"ENSMUSG00000023079"	"Gtf2ird1"	chr5	-	134389091	134389129	134391364	134391402	134387841	134387972	134392035	134392228	1681	4,2,2,4	6,10,9,6	10,3,17,9	2,7,4,19	186	186	0.0166154994588	0.39100535508	0.4,0.167,0.182,0.4	0.833,0.3,0.81,0.321	-0.279
1683	"ENSMUSG00000023079"	"Gtf2ird1"	chr5	-	134419675	134419784	134421248	134421274	134418527	134418565	134424470	134424650	1683	8,3,7,13	50,33,27,44	9,1,7,9	41,19,19,60	174	257	0.833872503105	1.0	0.191,0.118,0.277,0.304	0.245,0.072,0.352,0.181	0.01
1684	"ENSMUSG00000023079"	"Gtf2ird1"	chr5	-	134443988	134444130	134445906	134446035	134439807	134439963	134485362	134485430	1684	6,6,3,6	24,26,21,32	4,3,7,7	20,9,8,20	277	290	0.141282652924	0.812507541441	0.207,0.195,0.13,0.164	0.173,0.259,0.478,0.268	-0.12
1685	"ENSMUSG00000000804"	"Usp32"	chr11	-	84930026	84930167	84930820	84930996	84927347	84927465	84933313	84933506	1685	64,55,43,49	60,60,66,56	52,18,52,71	50,26,52,90	298	289	0.916749918506	1.0	0.508,0.471,0.387,0.459	0.502,0.402,0.492,0.433	-0.001
1686	"ENSMUSG00000043962"	"Thrap3"	chr4	-	126061262	126061458	126065486	126065674	126060723	126060867	126067236	126067321	1686	352,254,295,272	376,292,316,315	187,169,262,411	224,149,317,546	298	298	0.641718151218	1.0	0.484,0.465,0.483,0.463	0.455,0.531,0.453,0.429	0.007
1688	"ENSMUSG00000043962"	"Thrap3"	chr4	-	126071654	126072350	126073704	126074607	126069976	126070149	126080227	126080381	1688	326,275,314,270	449,266,337,310	203,172,295,442	250,180,337,594	298	298	0.563659418618	1.0	0.421,0.508,0.482,0.466	0.448,0.489,0.467,0.427	0.011
1689	"ENSMUSG00000027465"	"Tbc1d20"	chr2	+	152146865	152146946	152149908	152150095	152144071	152144257	152150249	152150348	1689	69,70,52,67	224,166,204,148	59,29,67,78	142,79,145,227	229	298	0.403174491701	1.0	0.286,0.354,0.249,0.371	0.351,0.323,0.376,0.309	-0.025
1690	"ENSMUSG00000021583"	"Erap1"	chr13	+	74814562	74814694	74814836	74814908	74814217	74814349	74816076	74816231	1690	99,86,109,111	97,60,75,57	83,57,111,175	73,36,68,105	280	220	0.714062425179	1.0	0.445,0.53,0.533,0.605	0.472,0.554,0.562,0.567	-0.011
1691	"ENSMUSG00000055436"	"Srsf11"	chr3	-	157718416	157718512	157719588	157719678	157717946	157718085	157721958	157722090	1691	242,147,169,165	254,204,194,191	129,84,127,225	148,111,171,289	238	244	0.437517490996	1.0	0.494,0.425,0.472,0.47	0.472,0.437,0.432,0.444	0.019
1692	"ENSMUSG00000055436"	"Srsf11"	chr3	-	157728879	157728996	157729759	157729868	157728477	157728587	157732361	157732495	1692	10,5,5,4	67,59,64,34	2,7,6,10	38,35,34,74	257	265	0.455057874009	1.0	0.133,0.08,0.075,0.108	0.051,0.171,0.154,0.122	-0.025
1693	"ENSMUSG00000015112"	"Slc25a13"	chr6	-	6052764	6052903	6073401	6073542	6042740	6042899	6095146	6095227	1693	318,250,280,260	609,448,451,472	237,124,247,416	400,252,410,547	289	287	0.326773839998	1.0	0.341,0.357,0.381,0.354	0.37,0.328,0.374,0.43	-0.017
1694	"ENSMUSG00000015112"	"Slc25a13"	chr6	-	6152407	6152523	6180970	6181113	6117098	6117245	6191263	6191317	1694	418,301,316,362	1,3,1,3	343,169,304,410	6,1,5,15	291	264	0.00445259283976	0.214734314388	0.997,0.989,0.997,0.991	0.981,0.994,0.982,0.961	0.014
1695	"ENSMUSG00000015112"	"Slc25a13"	chr6	-	6152407	6152523	6180970	6181113	6131467	6131768	6191263	6191319	1695	418,299,316,362	407,256,345,341	345,169,304,410	285,163,298,437	291	264	0.942287648767	1.0	0.482,0.514,0.454,0.491	0.523,0.485,0.481,0.46	-0.002
1697	"ENSMUSG00000031913"	"Vps4a"	chr8	+	107763474	107763622	107765559	107765621	107763268	107763380	107765721	107765841	1697	413,264,276,243	111,110,107,97	195,148,243,330	85,43,86,205	296	210	0.28770566648	1.0	0.725,0.63,0.647,0.64	0.619,0.709,0.667,0.533	0.028
