ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1292	"ENSMUSG00000063334"	"Krr1"	chr10	+	111813016	111813303	111813016	111813142	111813219	111813303	1292	2,0,3,2	70,30,65,113	7,8,0,1	49,196,51,77	225	149	0.0919363984828	0.68462282525	0.019,0.0,0.03,0.012	0.086,0.026,0.0,0.009	-0.015
1293	"ENSMUSG00000021661"	"Ankra2"	chr13	+	98409279	98410426	98409279	98409360	98409885	98410426	1293	4,4,7,19	62,38,84,139	7,25,3,5	90,155,22,65	298	149	0.589263050599	1.0	0.031,0.05,0.04,0.064	0.037,0.075,0.064,0.037	-0.007
1295	"ENSMUSG00000053453"	"Thoc7"	chr14	+	8515106	8516352	8515106	8515197	8516224	8516352	1295	32,31,61,61	3,0,4,5	34,106,47,35	2,4,3,0	298	149	0.304726284684	1.0	0.842,1.0,0.884,0.859	0.895,0.93,0.887,1.0	-0.032
1296	"ENSMUSG00000053453"	"Thoc7"	chr14	+	8515106	8516352	8515106	8515224	8516224	8516352	1296	2,0,4,5	296,265,313,478	4,3,1,0	330,995,273,237	298	149	1	1.0	0.003,0.0,0.006,0.005	0.006,0.002,0.002,0.0	0.001
1297	"ENSMUSG00000120913"	"C330020E22Rik"	chr4	+	129287778	129288661	129287778	129287822	129287907	129288661	1297	4,1,5,4	6,0,1,16	8,12,2,7	6,12,3,3	233	149	0.763480977946	1.0	0.299,1.0,0.762,0.138	0.46,0.39,0.299,0.599	0.113
1298	"ENSMUSG00000020359"	"Phykpl"	chr11	+	51482832	51483112	51482832	51482920	51482995	51483112	1298	2,1,0,9	36,38,45,44	1,4,2,1	46,152,16,36	223	149	0.0868512739407	0.670583257216	0.036,0.017,0.0,0.12	0.014,0.017,0.077,0.018	0.012
1299	"ENSMUSG00000020359"	"Phykpl"	chr11	+	51484430	51484968	51484430	51484513	51484742	51484968	1299	3,0,0,1	29,22,50,45	2,1,0,1	31,107,27,22	298	149	1	1.0	0.049,0.0,0.0,0.011	0.031,0.005,0.0,0.022	0.001
1300	"ENSMUSG00000030782"	"Tgfb1i1"	chr7	+	127847189	127847644	127847189	127847464	127847591	127847644	1300	0,2,2,3	37,37,44,99	1,8,2,2	41,142,24,41	275	149	0.159165545473	0.956950226266	0.0,0.028,0.024,0.016	0.013,0.03,0.043,0.026	-0.011
1301	"ENSMUSG00000030782"	"Tgfb1i1"	chr7	+	127847591	127847892	127847591	127847644	127847749	127847892	1301	0,0,2,3	67,44,51,141	5,5,0,1	69,177,46,66	253	149	0.753247239107	1.0	0.0,0.0,0.023,0.012	0.041,0.016,0.0,0.009	-0.008
1302	"ENSMUSG00000030782"	"Tgfb1i1"	chr7	+	127847591	127847892	127847591	127847644	127847815	127847892	1302	37,9,23,55	2,0,1,1	22,52,10,15	0,4,0,2	298	149	0.660764639702	1.0	0.902,1.0,0.92,0.965	1.0,0.867,1.0,0.789	0.033
1303	"ENSMUSG00000030782"	"Tgfb1i1"	chr7	+	127847749	127848146	127847749	127847892	127848058	127848146	1303	0,1,4,8	77,31,83,137	1,5,1,3	48,133,31,41	298	149	0.835446402168	1.0	0.0,0.016,0.024,0.028	0.01,0.018,0.016,0.035	-0.003
1304	"ENSMUSG00000030782"	"Tgfb1i1"	chr7	+	127848058	127848367	127848058	127848146	127848261	127848367	1304	0,0,0,1	55,44,69,163	0,3,0,1	51,162,43,53	263	149	1	1.0	0.0,0.0,0.0,0.003	0.0,0.01,0.0,0.011	-0.004
1306	"ENSMUSG00000037805"	"Rpl10a"	chr17	+	28547940	28548496	28547940	28548021	28548347	28548496	1306	25,9,27,29	1159,912,1298,1384	26,85,19,21	1153,4691,1184,1193	298	149	1	1.0	0.011,0.005,0.01,0.01	0.011,0.009,0.008,0.009	-0.0
1308	"ENSMUSG00000024764"	"Naa40"	chr19	-	7207086	7207648	7207086	7207170	7207552	7207648	1308	15,15,11,28	2,0,2,7	10,38,7,7	1,4,0,4	298	149	0.876697406316	1.0	0.789,1.0,0.733,0.667	0.833,0.826,1.0,0.467	0.016
1309	"ENSMUSG00000024764"	"Naa40"	chr19	-	7211468	7212523	7211468	7211521	7212427	7212523	1309	3,10,5,15	16,13,24,36	1,29,0,8	33,96,12,20	298	149	0.115614581986	0.785215702655	0.086,0.278,0.094,0.172	0.015,0.131,0.0,0.167	0.079
1310	"ENSMUSG00000028693"	"Nasp"	chr4	-	116461359	116462011	116461359	116461548	116461937	116462011	1310	1,0,0,0	38,30,48,90	2,1,1,3	51,156,50,35	298	149	1	1.0	0.013,0.0,0.0,0.0	0.019,0.003,0.01,0.041	-0.015
1311	"ENSMUSG00000032376"	"Usp3"	chr9	-	66427554	66428009	66427554	66427668	66427890	66428009	1311	2,3,3,5	49,37,45,104	5,6,0,2	69,176,38,48	298	149	0.488186923676	1.0	0.02,0.039,0.032,0.023	0.035,0.017,0.0,0.02	0.01
1312	"ENSMUSG00000007783"	"Cpt1c"	chr7	-	44614507	44614990	44614507	44614690	44614794	44614990	1312	0,0,0,0	1,0,0,3	0,2,0,0	3,9,0,2	252	149	1	1.0	0.0,NA,NA,0.0	0.0,0.116,NA,0.0	-0.039
1313	"ENSMUSG00000007458"	"M6pr"	chr6	+	122290217	122292125	122290217	122290384	122292015	122292125	1313	0,0,1,0	211,116,196,439	0,9,0,0	214,688,120,166	298	149	1	1.0	0.0,0.0,0.003,0.0	0.0,0.006,0.0,0.0	-0.001
1315	"ENSMUSG00000025731"	"Mettl26"	chr17	+	26095634	26096143	26095634	26095713	26095923	26096143	1315	23,22,34,59	57,33,69,130	29,72,17,17	60,165,45,39	298	149	0.563114441148	1.0	0.168,0.25,0.198,0.185	0.195,0.179,0.159,0.179	0.022
1316	"ENSMUSG00000068744"	"Psrc1"	chr3	+	108291551	108291747	108291551	108291601	108291689	108291747	1316	0,0,0,0	0,0,0,2	0,1,0,1	2,1,0,2	236	149	1	1.0	NA,NA,NA,0.0	0.0,0.387,NA,0.24	-0.209
1317	"ENSMUSG00000000318"	"Clec10a"	chr11	+	70061243	70061659	70061243	70061296	70061430	70061659	1317	2,2,10,11	0,0,0,1	10,26,5,6	0,0,0,0	282	149	1	1.0	1.0,1.0,1.0,0.853	1.0,1.0,1.0,1.0	-0.037
1322	"ENSMUSG00000032228"	"Tcf12"	chr9	-	71775353	71777429	71775353	71775560	71777355	71777429	1322	3,3,4,4	24,19,51,88	0,9,0,0	46,123,25,35	298	149	0.0837190654753	0.655723973546	0.059,0.073,0.038,0.022	0.0,0.035,0.0,0.0	0.039
1323	"ENSMUSG00000015488"	"Cacfd1"	chr2	+	26908899	26911101	26908899	26908991	26910032	26911101	1323	51,21,61,72	8,5,6,7	52,146,31,38	2,10,8,4	298	149	0.389739135332	1.0	0.761,0.677,0.836,0.837	0.929,0.88,0.66,0.826	-0.046
1324	"ENSMUSG00000002804"	"Nudt14"	chr12	-	112901975	112902479	112901975	112902177	112902414	112902479	1324	1,0,3,1	3,10,22,9	0,3,0,1	5,25,4,12	298	149	0.760001528624	1.0	0.143,0.0,0.064,0.053	0.0,0.057,0.0,0.04	0.041
1325	"ENSMUSG00000002804"	"Nudt14"	chr12	-	112901975	112902479	112901975	112902213	112902414	112902479	1325	1,0,3,1	14,29,32,39	0,3,0,1	16,65,18,25	298	149	0.989435808311	1.0	0.034,0.0,0.045,0.013	0.0,0.023,0.0,0.02	0.012
1326	"ENSMUSG00000021917"	"Spcs1"	chr14	-	30722634	30722860	30722634	30722717	30722800	30722860	1326	24,19,27,57	12,7,17,19	21,83,10,19	13,28,6,15	231	149	0.583939015238	1.0	0.563,0.636,0.506,0.659	0.51,0.657,0.518,0.45	0.057
1327	"ENSMUSG00000021917"	"Spcs1"	chr14	-	30722634	30722860	30722634	30722721	30722800	30722860	1327	1,1,2,4	572,422,676,1081	2,7,0,4	700,1864,466,507	227	149	1	1.0	0.001,0.002,0.002,0.002	0.002,0.002,0.0,0.005	-0.001
1334	"ENSMUSG00000023262"	"Acy1"	chr9	-	106311728	106312028	106311728	106311797	106311883	106312028	1334	0,2,2,1	83,31,70,107	3,4,2,0	74,240,56,61	234	149	1	1.0	0.0,0.039,0.018,0.006	0.025,0.011,0.022,0.0	0.001
1335	"ENSMUSG00000023262"	"Acy1"	chr9	-	106312163	106312368	106312163	106312213	106312294	106312368	1335	0,0,1,7	55,30,56,65	0,6,5,1	51,157,41,43	229	149	0.592470739414	1.0	0.0,0.0,0.011,0.065	0.0,0.024,0.074,0.015	-0.009
1336	"ENSMUSG00000023262"	"Acy1"	chr9	-	106313324	106313999	106313324	106313419	106313894	106313999	1336	5,3,6,5	62,49,80,113	4,22,9,10	81,279,66,68	298	149	0.0969366582779	0.709257245355	0.039,0.03,0.036,0.022	0.024,0.038,0.064,0.068	-0.017
1338	"ENSMUSG00000051747"	"Ttn"	chr2	-	76538791	76544556	76538791	76538952	76539108	76544556	1338	0,1,0,2	1,0,0,1	6,1,0,1	0,1,0,0	298	149	1	1.0	0.0,1.0,NA,0.5	1.0,0.333,NA,1.0	-0.278
1339	"ENSMUSG00000036819"	"Jmjd4"	chr11	+	59341500	59344471	59341500	59341666	59344336	59344471	1339	0,0,0,0	27,39,49,80	0,0,0,1	38,158,31,43	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.011	-0.003
1342	"ENSMUSG00000039233"	"Tbce"	chr13	-	14180372	14180592	14180372	14180437	14180527	14180592	1342	5,2,2,8	93,47,113,168	1,4,4,0	135,367,78,66	238	149	0.0467487133368	0.496959148298	0.033,0.026,0.011,0.029	0.005,0.007,0.031,0.0	0.014
1345	"ENSMUSG00000068329"	"Htra2"	chr6	-	83029678	83030051	83029678	83029707	83029981	83030051	1345	78,41,52,82	0,0,2,0	70,176,47,34	0,3,0,0	298	149	1	1.0	1.0,1.0,0.929,1.0	1.0,0.967,1.0,1.0	-0.009
1346	"ENSMUSG00000068329"	"Htra2"	chr6	-	83029678	83030051	83029678	83029784	83029981	83030051	1346	8,6,9,5	0,0,0,0	4,19,4,3	0,4,0,0	298	149	0.575448937259	1.0	1.0,1.0,1.0,1.0	1.0,0.704,1.0,1.0	0.074
1347	"ENSMUSG00000068329"	"Htra2"	chr6	-	83029678	83030051	83029678	83029707	83030018	83030051	1347	80,44,55,89	11,6,6,19	75,195,48,36	9,34,12,7	298	149	0.564573744133	1.0	0.784,0.786,0.821,0.701	0.806,0.741,0.667,0.72	0.039
1348	"ENSMUSG00000068329"	"Htra2"	chr6	-	83029678	83030051	83029678	83029784	83030018	83030051	1348	10,9,12,12	88,61,121,160	9,38,5,5	101,289,65,74	298	149	0.900816014157	1.0	0.054,0.069,0.047,0.036	0.043,0.062,0.037,0.033	0.008
1349	"ENSMUSG00000073792"	"Alg6"	chr4	+	99638965	99641122	99638965	99639036	99641053	99641122	1349	1,0,2,0	7,19,11,34	1,9,3,0	24,34,15,3	298	149	0.0014779305068	0.086724962139	0.067,0.0,0.083,0.0	0.02,0.117,0.091,0.0	-0.019
1351	"ENSMUSG00000029060"	"Mib2"	chr4	-	155739978	155740762	155739978	155740157	155740528	155740762	1351	3,5,3,5	14,22,24,8	0,9,0,9	5,61,15,27	298	149	0.395360202103	1.0	0.097,0.102,0.059,0.238	0.0,0.069,0.0,0.143	0.071
1352	"ENSMUSG00000029060"	"Mib2"	chr4	-	155741369	155741771	155741369	155741526	155741622	155741771	1352	3,5,3,5	33,42,34,54	0,9,0,9	38,133,30,50	244	149	0.579698724419	1.0	0.053,0.068,0.051,0.054	0.0,0.04,0.0,0.099	0.022
1353	"ENSMUSG00000029060"	"Mib2"	chr4	-	155743350	155743722	155743350	155743458	155743579	155743722	1353	3,6,4,5	7,9,5,11	2,9,0,6	13,40,14,6	269	149	0.0641429062764	0.579796012603	0.192,0.27,0.307,0.201	0.079,0.111,0.0,0.356	0.106
1354	"ENSMUSG00000025237"	"Parp6"	chr9	+	59531200	59531716	59531200	59531295	59531655	59531716	1354	19,8,17,24	63,30,53,102	21,54,17,15	50,98,33,39	298	149	0.00336974731699	0.137438869414	0.131,0.118,0.138,0.105	0.174,0.216,0.205,0.161	-0.066
1355	"ENSMUSG00000025237"	"Parp6"	chr9	+	59548306	59549093	59548306	59548379	59549023	59549093	1355	4,2,2,6	10,3,3,2	6,11,12,5	2,9,1,0	298	149	0.00637535753594	0.188138369036	0.167,0.25,0.25,0.6	0.6,0.379,0.857,1.0	-0.392
1356	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55738915	55739350	55738915	55739050	55739286	55739350	1356	0,2,2,1	3,5,7,8	0,6,0,0	6,24,2,8	298	149	0.631782450247	1.0	0.0,0.167,0.125,0.059	0.0,0.111,0.0,0.0	0.06
1357	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55738915	55739890	55738915	55739350	55739681	55739890	1357	0,2,0,0	5,5,12,15	0,1,0,3	5,40,4,4	298	149	0.840640720114	1.0	0.0,0.167,0.0,0.0	0.0,0.012,0.0,0.273	-0.03
1358	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55742856	55743116	55742856	55742923	55743026	55743116	1358	0,1,2,0	2,1,3,1	0,3,1,0	2,23,0,1	251	149	0.712488411178	1.0	0.0,0.372,0.284,0.0	0.0,0.072,1.0,0.0	-0.104
1360	"ENSMUSG00000022537"	"Tmem44"	chr16	-	30359556	30362306	30359556	30359727	30362219	30362306	1360	0,2,5,8	8,8,6,18	3,8,3,3	19,46,10,16	298	149	0.274981256232	1.0	0.0,0.111,0.294,0.182	0.073,0.08,0.13,0.086	0.054
1361	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66494609	66495948	66494609	66494666	66495840	66495948	1361	6,6,5,5	40,39,36,143	12,43,2,11	69,249,53,40	298	149	0.00656757175168	0.188138369036	0.07,0.071,0.065,0.017	0.08,0.079,0.019,0.121	-0.019
1362	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66501648	66502815	66501648	66501830	66502715	66502815	1362	0,1,0,1	96,54,92,188	0,1,1,0	87,294,70,88	298	149	1	1.0	0.0,0.009,0.0,0.003	0.0,0.002,0.007,0.0	0.001
1366	"ENSMUSG00000030846"	"Tial1"	chr7	-	128045530	128046128	128045530	128045670	128046004	128046128	1366	11,12,7,43	115,63,98,220	8,34,10,12	110,310,81,102	298	149	0.120158398055	0.809979551961	0.046,0.087,0.034,0.089	0.035,0.052,0.058,0.056	0.014
1367	"ENSMUSG00000030846"	"Tial1"	chr7	-	128048454	128048831	128048454	128048522	128048762	128048831	1367	17,9,17,32	2,2,0,3	11,44,5,9	4,12,0,0	298	149	0.15531888185	0.94154049452	0.81,0.692,1.0,0.842	0.579,0.647,1.0,1.0	0.029
1368	"ENSMUSG00000028455"	"Stoml2"	chr4	-	43028937	43029358	43028937	43029066	43029278	43029358	1368	4,0,3,14	401,216,372,625	4,5,11,2	447,1143,292,337	298	149	1	1.0	0.005,0.0,0.004,0.011	0.004,0.002,0.018,0.003	-0.002
1369	"ENSMUSG00000009741"	"Ubp1"	chr9	+	113785030	113785881	113785030	113785136	113785774	113785881	1369	18,6,11,21	54,40,73,124	22,50,15,15	55,169,34,45	298	149	0.00304236908224	0.133228520706	0.143,0.07,0.07,0.078	0.167,0.129,0.181,0.143	-0.065
1370	"ENSMUSG00000097652"	"Mhrt"	chr14	+	55206757	55207883	55206757	55206844	55207688	55207883	1370	15,6,22,32	26,17,13,40	15,26,4,4	18,73,13,26	298	149	0.0255999987018	0.405427336239	0.224,0.15,0.458,0.286	0.294,0.151,0.133,0.071	0.117
1371	"ENSMUSG00000097652"	"Mhrt"	chr14	+	55206757	55208947	55206757	55207883	55208866	55208947	1371	10,5,17,18	77,41,67,117	9,84,14,25	97,357,73,101	298	149	0.189559808511	1.0	0.061,0.057,0.113,0.071	0.044,0.105,0.088,0.11	-0.011
1373	"ENSMUSG00000097462"	"9530026P05Rik"	chr6	+	93214954	93215976	93214954	93215025	93215150	93215976	1373	2,0,1,2	15,7,25,59	0,1,1,2	30,77,11,15	273	149	1	1.0	0.068,0.0,0.021,0.018	0.0,0.007,0.047,0.068	-0.004
1374	"ENSMUSG00000090231"	"Cfb"	chr17	-	35075855	35076112	35075855	35075905	35075979	35076112	1374	0,0,0,0	12,3,15,32	1,3,0,0	13,61,7,24	222	149	1	1.0	0.0,0.0,0.0,0.0	0.049,0.032,0.0,0.0	-0.02
1375	"ENSMUSG00000090231"	"Cfb"	chr17	-	35075855	35076112	35075855	35075921	35075979	35076112	1375	0,0,0,0	2,0,0,0	0,2,0,0	0,3,0,0	206	149	1	1.0	0.0,NA,NA,NA	NA,0.325,NA,NA	-0.325
1377	"ENSMUSG00000028737"	"Aldh4a1"	chr4	+	139361025	139361300	139361025	139361119	139361207	139361300	1377	2,2,3,7	230,160,240,321	3,6,0,2	217,741,152,223	236	149	1	1.0	0.005,0.008,0.008,0.014	0.009,0.005,0.0,0.006	0.004
1378	"ENSMUSG00000028737"	"Aldh4a1"	chr4	+	139367923	139369584	139367923	139367997	139369387	139369584	1378	0,0,1,0	126,115,242,247	1,7,0,1	161,487,87,129	298	149	1	1.0	0.0,0.0,0.002,0.0	0.003,0.007,0.0,0.004	-0.003
1381	"ENSMUSG00000026785"	"Pkn3"	chr2	+	29969937	29970698	29969937	29970083	29970586	29970698	1381	1,1,8,1	5,7,6,6	7,1,2,3	8,22,6,5	298	149	0.944465071235	1.0	0.091,0.067,0.4,0.077	0.304,0.022,0.143,0.231	-0.016
1383	"ENSMUSG00000024177"	"Nme4"	chr17	-	26312590	26312934	26312590	26312703	26312832	26312934	1383	0,2,1,3	35,21,26,41	1,1,1,1	42,129,26,25	277	149	0.483885382477	1.0	0.0,0.049,0.02,0.038	0.013,0.004,0.02,0.021	0.012
1384	"ENSMUSG00000024177"	"Nme4"	chr17	-	26312590	26313244	26312590	26312703	26313110	26313244	1384	0,1,1,0	0,1,0,0	0,1,1,0	0,0,0,0	298	149	1	1.0	NA,0.333,1.0,NA	NA,1.0,1.0,NA	-0.334
1387	"ENSMUSG00000033880"	"Lgals3bp"	chr11	-	118288946	118289397	118288946	118289078	118289205	118289397	1387	0,0,0,0	98,84,121,131	0,4,0,0	92,364,50,107	275	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.006,0.0,0.0	-0.002
1388	"ENSMUSG00000046032"	"Snx12"	chrX	-	100255564	100257470	100255564	100255952	100257379	100257470	1388	52,40,34,90	24,12,18,38	36,144,29,39	8,43,18,12	298	149	0.345195956864	1.0	0.52,0.625,0.486,0.542	0.692,0.626,0.446,0.619	-0.052
1389	"ENSMUSG00000029291"	"Rufy3"	chr5	+	88762799	88764438	88762799	88762973	88764320	88764438	1389	1,1,0,5	70,44,61,111	1,1,0,0	57,187,38,46	298	149	1	1.0	0.007,0.011,0.0,0.022	0.009,0.003,0.0,0.0	0.007
1390	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74330589	74330893	74330589	74330627	74330853	74330893	1390	0,5,7,8	246,156,251,441	2,11,5,4	230,594,122,140	298	149	1	1.0	0.0,0.016,0.014,0.009	0.004,0.009,0.02,0.014	-0.002
1391	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74330853	74332047	74330853	74330893	74331993	74332047	1391	4,1,18,11	0,1,1,7	5,28,4,4	6,6,2,0	298	149	0.320733207123	1.0	1.0,0.333,0.9,0.44	0.294,0.7,0.5,1.0	0.045
1394	"ENSMUSG00000028114"	"Mettl14"	chr3	-	123161945	123165134	123161945	123163339	123164923	123165134	1394	0,0,1,0	60,38,68,137	0,0,1,0	66,171,33,57	298	149	1	1.0	0.0,0.0,0.007,0.0	0.0,0.0,0.015,0.0	-0.002
1396	"ENSMUSG00000110206"	"Flt3l"	chr7	-	44781651	44783450	44781651	44781836	44783305	44783450	1396	0,2,0,2	6,14,24,30	2,8,0,3	14,64,9,16	298	149	0.0113355052107	0.270393270636	0.0,0.067,0.0,0.032	0.067,0.059,0.0,0.086	-0.028
1397	"ENSMUSG00000110206"	"Flt3l"	chr7	-	44781651	44783450	44781651	44781836	44783321	44783450	1397	5,7,1,9	1,0,0,1	8,18,3,5	0,6,1,0	298	149	0.0124329613003	0.280602372731	0.714,1.0,1.0,0.818	1.0,0.6,0.6,1.0	0.083
1398	"ENSMUSG00000040479"	"Dgkz"	chr2	-	91764087	91764434	91764087	91764187	91764400	91764434	1398	20,19,28,24	137,92,148,175	15,75,20,23	138,433,89,99	298	149	0.666623592439	1.0	0.068,0.094,0.086,0.064	0.052,0.08,0.101,0.104	-0.006
1400	"ENSMUSG00000038520"	"Tbc1d17"	chr7	-	44491406	44491724	44491406	44491523	44491609	44491724	1400	1,1,0,6	1,4,1,5	2,5,0,0	3,6,3,5	234	149	0.536119075445	1.0	0.389,0.137,0.0,0.433	0.298,0.347,0.0,0.0	0.079
1401	"ENSMUSG00000038520"	"Tbc1d17"	chr7	-	44491406	44491724	44491406	44491523	44491626	44491724	1401	3,1,1,7	63,41,71,115	6,7,3,0	86,178,42,50	251	149	0.662614435577	1.0	0.027,0.014,0.008,0.035	0.04,0.023,0.041,0.0	-0.005
1402	"ENSMUSG00000038520"	"Tbc1d17"	chr7	-	44492239	44492535	44492239	44492340	44492418	44492535	1402	24,11,15,22	83,82,120,214	22,54,9,17	134,355,63,81	226	149	0.549474876265	1.0	0.16,0.081,0.076,0.063	0.098,0.091,0.086,0.122	-0.004
1403	"ENSMUSG00000113204"	"Gm46430"	chr13	-	74753063	74755854	74753063	74754136	74755804	74755854	1403	26,11,14,31	0,0,0,1	16,71,14,21	0,4,1,0	298	149	0.625872795751	1.0	1.0,1.0,1.0,0.939	1.0,0.899,0.875,1.0	0.041
1405	"ENSMUSG00000030180"	"Kdm5a"	chr6	+	120404689	120405338	120404689	120404833	120405178	120405338	1405	2,1,2,3	42,42,50,98	5,2,2,1	60,148,41,59	298	149	0.943549644959	1.0	0.023,0.012,0.02,0.015	0.04,0.007,0.024,0.008	-0.002
1406	"ENSMUSG00000041119"	"Pde9a"	chr17	+	31678874	31679235	31678874	31678979	31679152	31679235	1406	0,0,1,1	9,4,12,18	3,5,0,0	4,23,6,9	298	149	0.023179463944	0.384229080292	0.0,0.0,0.04,0.027	0.273,0.098,0.0,0.0	-0.076
1408	"ENSMUSG00000019139"	"Isyna1"	chr8	+	71047269	71047634	71047269	71047398	71047472	71047634	1408	0,0,0,0	0,2,0,0	0,0,0,1	0,9,1,2	222	149	1	1.0	NA,0.0,NA,NA	NA,0.0,0.0,0.251	-0.084
1409	"ENSMUSG00000019139"	"Isyna1"	chr8	+	71047788	71048204	71047788	71047921	71048010	71048204	1409	0,2,0,0	13,11,16,21	1,0,0,0	8,31,6,15	237	149	1	1.0	0.0,0.103,0.0,0.0	0.073,0.0,0.0,0.0	0.007
1410	"ENSMUSG00000030763"	"Lcmt1"	chr7	+	123020760	123022021	123020760	123020862	123021929	123022021	1410	4,2,2,12	138,56,163,230	5,3,3,0	165,486,102,120	298	149	0.335334556352	1.0	0.014,0.018,0.006,0.025	0.015,0.003,0.014,0.0	0.008
1411	"ENSMUSG00000030979"	"Uros"	chr7	-	133292236	133292895	133292236	133292322	133292814	133292895	1411	10,6,5,3	113,78,96,178	9,31,8,6	116,310,69,67	298	149	0.00987632061199	0.245568853183	0.042,0.037,0.025,0.008	0.037,0.048,0.055,0.043	-0.018
1413	"ENSMUSG00000021235"	"Coq6"	chr12	+	84414916	84415483	84414916	84414975	84415359	84415483	1413	9,2,8,12	311,207,321,599	10,38,12,5	342,927,228,253	298	149	0.0146093514725	0.293587926167	0.014,0.005,0.012,0.01	0.014,0.02,0.026,0.01	-0.007
1414	"ENSMUSG00000021235"	"Coq6"	chr12	+	84417029	84417805	84417029	84417128	84417697	84417805	1414	48,49,79,157	2,1,6,11	62,185,39,56	3,12,1,0	298	149	0.406250038714	1.0	0.923,0.961,0.868,0.877	0.912,0.885,0.951,1.0	-0.03
1415	"ENSMUSG00000021235"	"Coq6"	chr12	+	84417029	84417805	84417029	84417160	84417697	84417805	1415	2,1,0,3	267,142,287,396	3,10,0,0	253,690,139,187	298	149	1	1.0	0.004,0.004,0.0,0.004	0.006,0.007,0.0,0.0	-0.0
1416	"ENSMUSG00000021235"	"Coq6"	chr12	+	84417029	84418332	84417029	84417805	84418224	84418332	1416	5,1,6,12	0,0,1,2	2,13,4,4	2,3,3,1	298	149	0.000227919957342	0.0318436740401	1.0,1.0,0.75,0.75	0.333,0.684,0.4,0.667	0.354
1420	"ENSMUSG00000001909"	"Trmt1"	chr8	+	85417145	85417576	85417145	85417201	85417401	85417576	1420	11,5,8,5	0,0,2,2	11,18,2,3	0,2,0,0	298	149	0.39813555105	1.0	1.0,1.0,0.667,0.556	1.0,0.818,1.0,1.0	-0.149
1421	"ENSMUSG00000001909"	"Trmt1"	chr8	+	85417145	85417576	85417145	85417201	85417413	85417576	1421	11,5,8,5	0,0,1,0	11,18,2,3	1,0,0,0	298	149	1	1.0	1.0,1.0,0.8,1.0	0.846,1.0,1.0,1.0	-0.012
1422	"ENSMUSG00000001909"	"Trmt1"	chr8	+	85417145	85417576	85417145	85417201	85417430	85417576	1422	11,5,8,8	2,1,0,6	11,18,2,3	6,11,2,0	298	149	0.21995171749	1.0	0.733,0.714,1.0,0.4	0.478,0.45,0.333,1.0	0.146
1423	"ENSMUSG00000001909"	"Trmt1"	chr8	+	85417145	85417576	85417145	85417201	85417439	85417576	1423	15,5,10,10	57,28,79,97	11,18,2,3	65,226,43,69	298	149	0.0221296928779	0.371020108021	0.116,0.082,0.06,0.049	0.078,0.038,0.023,0.021	0.037
1424	"ENSMUSG00000001909"	"Trmt1"	chr8	+	85422056	85423604	85422056	85422169	85423455	85423604	1424	2,0,1,3	45,32,67,60	0,9,0,0	45,189,45,45	298	149	1	1.0	0.022,0.0,0.007,0.024	0.0,0.023,0.0,0.0	0.007
1425	"ENSMUSG00000001909"	"Trmt1"	chr8	+	85423743	85423977	85423743	85423830	85423897	85423977	1425	2,4,4,3	52,48,65,107	2,14,2,8	80,193,64,54	215	149	0.218068613149	1.0	0.026,0.055,0.041,0.019	0.017,0.048,0.021,0.093	-0.01
1426	"ENSMUSG00000001909"	"Trmt1"	chr8	+	85425969	85426415	85425969	85426099	85426231	85426415	1426	0,0,6,0	45,39,41,67	0,1,0,2	50,144,19,35	280	149	1	1.0	0.0,0.0,0.072,0.0	0.0,0.004,0.0,0.03	0.009
1427	"ENSMUSG00000098234"	"Snhg6"	chr1	-	10012243	10012616	10012243	10012380	10012547	10012616	1427	2,0,0,5	121,72,120,178	4,3,0,3	94,437,115,100	298	149	1	1.0	0.008,0.0,0.0,0.014	0.021,0.003,0.0,0.015	-0.004
1429	"ENSMUSG00000098234"	"Snhg6"	chr1	-	10012547	10012942	10012547	10012609	10012834	10012942	1429	3,3,3,4	0,0,0,0	2,16,1,5	0,1,0,0	298	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.889,1.0,1.0	0.028
1430	"ENSMUSG00000098234"	"Snhg6"	chr1	-	10012547	10012942	10012547	10012616	10012834	10012942	1430	1,0,1,1	160,78,141,211	2,2,0,0	110,480,136,124	298	149	1	1.0	0.003,0.0,0.004,0.002	0.009,0.002,0.0,0.0	-0.0
1432	"ENSMUSG00000001520"	"Nrip2"	chr6	+	128381897	128383535	128381897	128382047	128383452	128383535	1432	0,0,0,1	6,5,10,18	0,0,0,0	9,40,7,6	298	149	1	1.0	0.0,0.0,0.0,0.027	0.0,0.0,0.0,0.0	0.007
