ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
370	"ENSMUSG00000030996"	"Art1"	chr7	+	101755466	101755572	101755873	101756639	101750949	101750998	101757933	101757975	370	333,209,221,205	679,408,476,475	175,694,115,190	443,1245,254,374	254	298	0.830430957413	1.0	0.365,0.375,0.353,0.336	0.317,0.395,0.347,0.373	-0.001
371	"ENSMUSG00000030996"	"Art1"	chr7	+	101755466	101755572	101756545	101756639	101750949	101750998	101757933	101757975	371	333,209,221,205	452,275,325,335	175,694,115,190	308,866,168,260	254	242	0.916454595156	1.0	0.412,0.42,0.393,0.368	0.351,0.433,0.395,0.41	0.001
372	"ENSMUSG00000030996"	"Art1"	chr7	+	101755873	101756639	101757933	101757975	101750949	101750998	101759901	101760313	372	8,1,7,3	284,178,210,196	7,24,1,3	233,647,137,150	298	190	0.22660089709	0.855098266983	0.018,0.004,0.021,0.01	0.019,0.023,0.005,0.013	-0.002
373	"ENSMUSG00000030996"	"Art1"	chr7	+	101755873	101756639	101757933	101757975	101755466	101755572	101759901	101760313	373	1289,900,1197,1210	284,179,211,198	1237,3010,699,868	234,650,138,150	298	190	0.715813723391	1.0	0.743,0.762,0.783,0.796	0.771,0.747,0.764,0.787	0.004
374	"ENSMUSG00000030996"	"Art1"	chr7	+	101756545	101756639	101757933	101757975	101750949	101750998	101759901	101760313	374	9,2,4,3	284,178,210,196	2,17,2,4	233,647,137,150	242	190	0.799900124284	1.0	0.024,0.009,0.015,0.012	0.007,0.02,0.011,0.021	0.0
375	"ENSMUSG00000030996"	"Art1"	chr7	+	101756545	101756639	101757933	101757975	101755466	101755572	101759901	101760313	375	27,21,34,23	284,179,211,198	19,73,11,9	234,650,138,150	242	190	0.106688495769	0.676403568967	0.069,0.084,0.112,0.084	0.06,0.081,0.059,0.045	0.026
376	"ENSMUSG00000046280"	"She"	chr3	+	89758915	89759057	89759673	89759793	89756674	89756980	89761837	89766141	376	45,28,36,22	59,47,36,36	13,106,14,27	51,101,31,20	290	268	0.713399312193	1.0	0.413,0.355,0.48,0.361	0.191,0.492,0.294,0.555	0.019
377	"ENSMUSG00000085396"	"Firre"	chrX	-	49680801	49680962	49684337	49684492	49673555	49673724	49687010	49687165	377	52,41,33,33	126,96,107,93	45,136,30,20	89,320,65,64	298	298	0.363372180026	0.965066085366	0.292,0.299,0.236,0.262	0.336,0.298,0.316,0.238	-0.025
378	"ENSMUSG00000085396"	"Firre"	chrX	-	49684337	49684492	49687010	49687165	49673555	49673724	49689620	49689775	378	67,41,53,49	0,0,0,2	67,169,44,34	0,2,2,0	298	298	1	1.0	1.0,1.0,1.0,0.961	1.0,0.988,0.957,1.0	0.004
379	"ENSMUSG00000085396"	"Firre"	chrX	-	49684337	49684492	49687010	49687165	49680801	49680962	49689620	49689775	379	71,49,56,57	16,7,19,7	66,174,47,37	9,22,4,6	298	298	0.0468717105101	0.481266790291	0.816,0.875,0.747,0.891	0.88,0.888,0.922,0.86	-0.055
380	"ENSMUSG00000085396"	"Firre"	chrX	-	49687010	49687165	49689620	49689775	49684337	49684492	49692315	49692402	380	32,26,21,24	52,41,33,32	17,98,18,13	45,137,28,20	298	298	0.706804964012	1.0	0.381,0.388,0.389,0.429	0.274,0.417,0.391,0.394	0.028
381	"ENSMUSG00000085396"	"Firre"	chrX	-	49689620	49689775	49692315	49692402	49687010	49687165	49697354	49697481	381	14,20,17,16	66,44,52,49	18,62,12,7	67,171,44,34	235	298	0.847729611164	1.0	0.212,0.366,0.293,0.293	0.254,0.315,0.257,0.207	0.033
382	"ENSMUSG00000085396"	"Firre"	chrX	-	49692247	49692402	49694952	49695039	49689620	49689775	49697563	49697691	382	9,8,16,13	2,3,4,5	12,24,6,10	5,5,5,1	235	298	0.664549146432	1.0	0.851,0.772,0.835,0.767	0.753,0.859,0.603,0.927	0.021
383	"ENSMUSG00000085396"	"Firre"	chrX	-	49692247	49692402	49697354	49697481	49689620	49689775	49697563	49697691	383	5,4,1,6	2,3,4,5	3,11,1,0	5,5,5,1	275	298	0.351469082192	0.959314815396	0.73,0.591,0.213,0.565	0.394,0.704,0.178,0.0	0.206
384	"ENSMUSG00000085396"	"Firre"	chrX	-	49692315	49692402	49694952	49695039	49689620	49689775	49697563	49697691	384	9,8,16,13	22,21,19,19	12,24,6,10	16,66,18,5	235	235	0.865111216883	1.0	0.29,0.276,0.457,0.406	0.429,0.267,0.25,0.667	-0.046
385	"ENSMUSG00000085396"	"Firre"	chrX	-	49692315	49692402	49697354	49697481	49689620	49689775	49697563	49697691	385	5,4,1,6	22,21,19,19	3,11,1,0	16,66,18,5	275	235	0.404591630614	0.994735765537	0.163,0.14,0.043,0.213	0.138,0.125,0.045,0.0	0.063
386	"ENSMUSG00000085396"	"Firre"	chrX	-	49694952	49695039	49697354	49697481	49689620	49689775	49697563	49697691	386	5,4,1,6	9,8,16,13	3,11,1,0	12,24,6,10	275	235	0.499179474785	1.0	0.322,0.299,0.051,0.283	0.176,0.281,0.125,0.0	0.093
387	"ENSMUSG00000022771"	"Ppil2"	chr16	-	16910078	16910168	16910548	16910655	16909719	16909753	16910874	16910950	387	170,85,108,140	138,112,95,115	101,320,85,84	97,264,66,69	255	238	0.465014360943	1.0	0.535,0.415,0.515,0.532	0.493,0.531,0.546,0.532	-0.026
388	"ENSMUSG00000022771"	"Ppil2"	chr16	-	16910548	16910655	16910874	16910950	16910078	16910168	16912746	16912907	388	106,67,74,75	82,75,98,79	73,224,48,43	61,197,45,57	224	255	0.548537927909	1.0	0.595,0.504,0.462,0.519	0.577,0.564,0.548,0.462	-0.018
389	"ENSMUSG00000022771"	"Ppil2"	chr16	-	16910874	16910950	16912746	16912907	16909719	16909753	16913868	16913944	389	188,176,195,197	0,0,0,0	166,385,126,107	0,1,0,1	298	224	1	1.0	1.0,1.0,1.0,1.0	1.0,0.997,1.0,0.988	0.004
390	"ENSMUSG00000022771"	"Ppil2"	chr16	-	16910874	16910950	16912746	16912907	16910548	16910655	16913868	16913944	390	188,176,195,197	159,79,93,111	166,385,126,107	100,258,76,73	298	224	0.397192467997	0.991000319079	0.471,0.626,0.612,0.572	0.555,0.529,0.555,0.524	0.029
391	"ENSMUSG00000022771"	"Ppil2"	chr16	-	16923856	16923919	16925042	16925088	16918119	16918171	16927508	16927558	391	48,39,53,32	2,1,0,0	26,99,27,21	0,1,0,1	194	211	1	1.0	0.963,0.977,1.0,1.0	1.0,0.991,1.0,0.958	-0.002
392	"ENSMUSG00000022771"	"Ppil2"	chr16	-	16925042	16925088	16927508	16927558	16923856	16923919	16929006	16929077	392	7,11,8,4	76,70,57,52	4,28,6,5	54,151,38,37	198	194	0.316293140039	0.932279072696	0.083,0.133,0.121,0.07	0.068,0.154,0.134,0.117	-0.016
393	"ENSMUSG00000035248"	"Tut7"	chr13	-	59942260	59942318	59944633	59944734	59939589	59939693	59945483	59945570	393	51,46,43,73	64,31,34,35	52,121,14,39	44,93,32,22	249	206	0.488698506745	1.0	0.397,0.551,0.511,0.633	0.494,0.518,0.266,0.595	0.055
394	"ENSMUSG00000035248"	"Tut7"	chr13	-	59959328	59959380	59962679	59962768	59958384	59958454	59963359	59963537	394	46,51,37,61	44,35,25,30	47,110,10,15	31,64,23,31	237	200	0.13392746218	0.720758067997	0.469,0.552,0.555,0.632	0.561,0.592,0.268,0.29	0.124
395	"ENSMUSG00000028986"	"Klhl7"	chr5	+	24332977	24333102	24339961	24340137	24332666	24332760	24343303	24343478	395	203,119,185,160	235,149,179,167	106,421,79,106	182,411,126,111	273	298	0.272389869772	0.894118454745	0.485,0.466,0.53,0.511	0.389,0.528,0.406,0.51	0.04
396	"ENSMUSG00000029781"	"Fkbp9"	chr6	+	56837640	56837786	56850351	56850497	56833217	56833407	56852653	56852817	396	859,677,699,712	562,420,543,416	585,1607,346,406	340,1175,248,312	294	294	0.483549231946	1.0	0.605,0.617,0.563,0.631	0.632,0.578,0.582,0.565	0.015
397	"ENSMUSG00000029781"	"Fkbp9"	chr6	+	56845704	56845891	56850351	56850497	56837640	56837786	56852653	56852817	397	590,387,454,362	562,420,543,417	378,1140,259,268	340,1171,248,310	298	294	0.354396835472	0.959314815396	0.509,0.476,0.452,0.461	0.523,0.49,0.507,0.46	-0.02
398	"ENSMUSG00000020634"	"Ubxn2a"	chr12	-	4933822	4933981	4935720	4935858	4929031	4930771	4941314	4941421	398	313,258,302,265	354,329,387,269	197,661,142,161	310,781,233,245	286	298	0.0316180696233	0.39501757295	0.48,0.45,0.448,0.507	0.398,0.469,0.388,0.406	0.056
399	"ENSMUSG00000020634"	"Ubxn2a"	chr12	-	4935720	4935858	4941314	4941421	4929031	4930771	4944537	4944679	399	146,146,137,120	63,49,57,42	94,315,89,76	27,165,35,30	255	286	0.518909809451	1.0	0.722,0.77,0.729,0.762	0.796,0.682,0.74,0.74	0.006
400	"ENSMUSG00000020634"	"Ubxn2a"	chr12	-	4935720	4935858	4941314	4941421	4933822	4933981	4944537	4944679	400	146,146,137,120	428,428,440,333	93,317,89,76	279,1060,234,258	255	286	0.612619603619	1.0	0.277,0.277,0.259,0.288	0.272,0.251,0.299,0.248	0.008
402	"ENSMUSG00000030249"	"Abcc9"	chr6	-	142550555	142550676	142551544	142551646	142548772	142548903	142560139	142560242	402	556,493,493,501	659,503,594,544	558,1606,338,473	476,1382,296,449	250	269	0.00364651301386	0.145413095645	0.476,0.513,0.472,0.498	0.558,0.556,0.551,0.531	-0.059
403	"ENSMUSG00000030249"	"Abcc9"	chr6	-	142638506	142638628	142640202	142640344	142634689	142634856	142643404	142643565	403	643,484,510,521	467,377,406,369	550,1602,322,457	324,1250,230,340	290	270	0.48471987994	1.0	0.562,0.544,0.539,0.568	0.612,0.544,0.566,0.556	-0.016
404	"ENSMUSG00000030249"	"Abcc9"	chr6	-	142640202	142640344	142643404	142643565	142637712	142638628	142647542	142647629	404	468,418,482,416	573,452,462,508	433,1236,262,390	513,1604,300,384	298	290	0.661039289854	1.0	0.443,0.474,0.504,0.443	0.451,0.429,0.459,0.497	0.007
405	"ENSMUSG00000022779"	"Top3b"	chr16	+	16698467	16698542	16700364	16700561	16697182	16697289	16701270	16701390	405	72,54,46,38	51,35,46,46	26,144,29,41	40,102,19,26	223	298	0.815809451069	1.0	0.654,0.673,0.572,0.525	0.465,0.654,0.671,0.678	-0.011
406	"ENSMUSG00000022779"	"Top3b"	chr16	+	16700364	16700561	16701270	16701427	16698467	16698542	16702102	16702216	406	95,69,54,64	64,57,52,68	81,146,34,42	53,119,47,24	298	298	0.736349957461	1.0	0.597,0.548,0.509,0.485	0.604,0.551,0.42,0.636	-0.018
407	"ENSMUSG00000022779"	"Top3b"	chr16	+	16701270	16701427	16702102	16702216	16700364	16700561	16703698	16703713	407	50,34,47,46	61,48,59,54	38,98,19,26	60,113,18,38	298	262	0.909769034836	1.0	0.419,0.384,0.412,0.428	0.358,0.433,0.481,0.376	-0.001
410	"ENSMUSG00000024515"	"Smad4"	chr18	-	73791849	73791969	73795728	73795938	73790265	73790316	73808231	73808261	410	192,154,153,157	0,4,0,1	152,415,86,112	0,3,1,1	298	268	1	1.0	1.0,0.972,1.0,0.993	1.0,0.992,0.987,0.99	-0.001
411	"ENSMUSG00000024515"	"Smad4"	chr18	-	73795728	73795938	73808231	73808261	73790265	73790316	73808841	73809016	411	9,20,13,16	0,6,4,1	5,51,7,6	3,5,1,0	178	298	0.472563384332	1.0	1.0,0.848,0.845,0.964	0.736,0.945,0.921,1.0	0.014
412	"ENSMUSG00000024515"	"Smad4"	chr18	-	73795728	73795938	73808231	73808261	73791849	73791969	73808841	73809016	412	9,19,13,16	157,125,157,128	5,48,7,6	106,328,89,78	178	298	0.921466860367	1.0	0.088,0.203,0.122,0.173	0.073,0.197,0.116,0.114	0.022
413	"ENSMUSG00000029673"	"Auts2"	chr5	-	131490119	131490191	131494869	131494965	131488964	131488994	131499251	131499296	413	26,18,17,19	16,18,11,16	18,34,11,14	9,43,7,8	244	220	0.916933598685	1.0	0.594,0.474,0.582,0.517	0.643,0.416,0.586,0.612	-0.023
414	"ENSMUSG00000029673"	"Auts2"	chr5	-	131494869	131494965	131499251	131499296	131490119	131490191	131501096	131501317	414	7,4,6,8	32,31,32,26	5,26,3,7	13,62,15,24	193	244	0.0740659926036	0.591685422861	0.217,0.14,0.192,0.28	0.327,0.346,0.202,0.269	-0.079
415	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135636294	135636371	135640553	135640643	135633701	135635250	135641958	135642101	415	74,56,49,42	360,290,340,263	46,213,40,36	249,706,209,213	238	225	0.0405814355436	0.447842667289	0.163,0.154,0.12,0.131	0.149,0.222,0.153,0.138	-0.023
416	"ENSMUSG00000025190"	"Got1"	chr19	-	43491346	43491489	43492960	43493126	43488459	43488996	43495360	43495465	416	1,4,5,7	3529,3374,3993,2959	8,15,2,7	3114,9029,2132,2066	298	291	1	1.0	0.0,0.001,0.001,0.002	0.003,0.002,0.001,0.003	-0.001
417	"ENSMUSG00000025190"	"Got1"	chr19	-	43493214	43493365	43495360	43495465	43492960	43493126	43495760	43495873	417	3865,3237,3852,2863	4099,3407,4042,3003	3383,9748,2399,2435	3174,9158,2040,2509	253	298	0.112754136662	0.682163778266	0.526,0.528,0.529,0.529	0.557,0.556,0.581,0.533	-0.029
418	"ENSMUSG00000042901"	"Aida"	chr1	+	183087819	183087874	183094595	183094659	183087225	183087412	183094913	183095017	418	90,68,95,66	54,44,40,41	46,146,39,39	61,139,28,33	203	212	0.00161570565143	0.0914129232058	0.635,0.617,0.713,0.627	0.441,0.523,0.593,0.552	0.121
419	"ENSMUSG00000063889"	"Crem"	chr18	-	3276693	3276729	3287903	3288092	3273421	3273578	3295039	3295182	419	5,7,1,8	6,5,5,11	0,10,4,8	11,14,8,3	298	184	0.577404128847	1.0	0.34,0.464,0.11,0.31	0.0,0.306,0.236,0.622	0.015
420	"ENSMUSG00000063889"	"Crem"	chr18	-	3276693	3276729	3299161	3299308	3273421	3273578	3325360	3325474	420	2,4,4,2	6,2,4,11	1,2,0,7	8,9,8,5	295	184	0.262777786781	0.885491481346	0.172,0.555,0.384,0.102	0.072,0.122,0.0,0.466	0.138
421	"ENSMUSG00000063889"	"Crem"	chr18	-	3287903	3288092	3299161	3299308	3273421	3273578	3325360	3325474	421	2,4,4,2	2,0,0,6	1,2,0,7	0,1,2,0	295	298	0.143726690178	0.744613262281	0.503,1.0,1.0,0.252	1.0,0.669,0.0,1.0	0.021
422	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86514737	86514957	86516885	86517063	86510625	86510818	86520012	86520088	422	7,1,2,4	50,38,49,32	0,7,1,0	42,123,29,26	298	298	0.0345891674091	0.411040350681	0.123,0.026,0.039,0.111	0.0,0.054,0.033,0.0	0.053
423	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86516885	86517063	86520012	86520088	86510625	86510818	86524472	86524561	423	3,1,1,1	40,28,26,23	3,5,0,1	25,47,19,27	298	224	0.351944000388	0.959314815396	0.053,0.026,0.028,0.032	0.083,0.074,0.0,0.027	-0.011
424	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86516885	86517063	86520012	86520088	86514737	86514957	86524472	86524561	424	45,30,37,22	41,28,26,21	27,97,18,24	24,40,19,27	298	224	0.58810088948	1.0	0.452,0.446,0.517,0.441	0.458,0.646,0.416,0.401	-0.016
425	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86520012	86520088	86524472	86524561	86510625	86510818	86526724	86526927	425	10,1,0,1	42,35,34,27	0,6,3,5	30,82,21,28	224	237	0.569446965253	1.0	0.201,0.029,0.0,0.038	0.0,0.072,0.131,0.159	-0.023
426	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86520012	86520088	86524472	86524561	86516885	86517063	86526724	86526927	426	33,19,29,18	41,35,32,26	21,55,17,19	30,82,21,28	224	237	0.827122088073	1.0	0.46,0.365,0.489,0.423	0.425,0.415,0.461,0.418	0.005
427	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9959254	9959315	9960485	9960552	9959097	9959171	9962372	9962491	427	29,10,13,12	22,25,23,18	12,28,12,13	10,53,4,18	209	215	0.394323832901	0.989615796856	0.576,0.292,0.368,0.407	0.552,0.352,0.755,0.426	-0.111
428	"ENSMUSG00000073791"	"Efcab7"	chr4	+	99719629	99719817	99731496	99731708	99717736	99717791	99732648	99732735	428	1,2,0,1	13,2,1,7	0,1,1,4	4,19,3,3	298	298	0.378985241194	0.977258101163	0.071,0.5,0.0,0.125	0.0,0.05,0.25,0.571	-0.044
429	"ENSMUSG00000073791"	"Efcab7"	chr4	+	99746056	99746198	99757733	99757891	99735908	99736027	99758840	99758974	429	7,8,6,7	6,11,8,3	7,9,5,3	3,19,6,10	290	298	0.377033654743	0.977258101163	0.545,0.428,0.435,0.706	0.706,0.327,0.461,0.236	0.096
430	"ENSMUSG00000031111"	"Igsf1"	chrX	-	48876234	48876525	48876909	48876942	48875735	48876014	48877024	48877095	430	5,0,4,2	146,142,112,94	1,7,0,2	51,235,39,68	181	298	0.922193715094	1.0	0.053,0.0,0.056,0.034	0.031,0.047,0.0,0.046	0.005
431	"ENSMUSG00000020716"	"Nf1"	chr11	+	79354058	79354121	79358939	79358980	79349596	79349732	79359542	79359701	431	28,27,18,24	0,0,0,0	22,68,2,8	1,3,0,0	211	189	0.379422068827	0.977258101163	1.0,1.0,1.0,1.0	0.952,0.953,1.0,1.0	0.024
432	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38430518	38430628	38431361	38431448	38429872	38430258	38432806	38432979	432	16,4,6,7	51,47,48,42	1,8,3,3	29,101,26,31	258	235	0.0104415084569	0.25044208476	0.222,0.072,0.102,0.132	0.03,0.067,0.095,0.081	0.064
433	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38434708	38434860	38440917	38441448	38433481	38433643	38442537	38442766	433	246,223,174,199	476,425,425,417	196,559,121,150	422,1152,285,294	298	298	0.843660818671	1.0	0.341,0.344,0.29,0.323	0.317,0.327,0.298,0.338	0.005
434	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38434708	38434860	38440917	38441448	38433481	38433643	38446264	38446437	434	246,223,174,199	81,103,111,81	198,558,120,150	79,247,69,60	298	298	0.990877592215	1.0	0.752,0.684,0.611,0.711	0.715,0.693,0.635,0.714	0.0
435	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38434708	38434860	38442537	38442766	38433481	38433643	38446264	38446437	435	246,223,174,199	505,399,409,429	198,558,120,150	307,977,266,227	298	298	0.0599934150855	0.532001634455	0.328,0.359,0.298,0.317	0.392,0.364,0.311,0.398	-0.041
436	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38440917	38441448	38442537	38442766	38433481	38433643	38446264	38446437	436	81,103,111,81	505,399,409,429	79,247,69,60	307,977,266,227	298	298	0.105959374758	0.676403568967	0.138,0.205,0.213,0.159	0.205,0.202,0.206,0.209	-0.027
437	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38440917	38441448	38442537	38442766	38434708	38434860	38446264	38446437	437	541,464,440,423	504,399,409,428	366,1058,219,335	306,978,267,227	298	298	0.69884803031	1.0	0.518,0.538,0.518,0.497	0.545,0.52,0.451,0.596	-0.01
438	"ENSMUSG00000041840"	"Haus1"	chr18	-	77851772	77851908	77854563	77854738	77848167	77848233	77856043	77856197	438	1,1,4,4	3,2,1,0	1,19,2,2	0,0,0,0	298	284	0.00240928238799	0.111157711327	0.241,0.323,0.792,1.0	1.0,1.0,1.0,1.0	-0.411
439	"ENSMUSG00000041840"	"Haus1"	chr18	-	77851772	77851908	77854563	77854738	77849681	77849816	77856043	77856197	439	1,1,6,3	118,114,95,90	1,19,2,2	99,291,69,78	298	284	0.0747292430534	0.591685422861	0.008,0.008,0.057,0.031	0.01,0.059,0.027,0.024	-0.004
440	"ENSMUSG00000020361"	"Hspa4"	chr11	-	53153706	53153826	53155860	53155968	53153090	53153252	53156750	53156876	440	522,436,473,420	901,844,776,755	368,889,183,251	597,1766,418,513	256	268	0.237446208867	0.863126372238	0.378,0.351,0.39,0.368	0.392,0.345,0.314,0.339	0.024
441	"ENSMUSG00000061981"	"Flot2"	chr11	+	77944188	77944279	77945610	77945701	77940303	77940385	77946582	77946706	441	42,44,39,33	298,242,247,260	29,98,25,21	163,647,125,136	239	239	0.56133865767	1.0	0.124,0.154,0.136,0.113	0.151,0.132,0.167,0.134	-0.014
442	"ENSMUSG00000031133"	"Arhgef6"	chrX	-	56287165	56287186	56288749	56288875	56285953	56286047	56289964	56290110	442	142,106,102,110	74,61,68,60	90,243,72,52	45,189,43,32	274	169	0.384514241097	0.98216101799	0.542,0.517,0.481,0.531	0.552,0.442,0.508,0.501	0.017
443	"ENSMUSG00000034544"	"Rsrc1"	chr3	+	66903797	66903923	66989868	66990042	66901849	66902045	67088161	67088198	443	40,26,25,30	75,54,53,43	23,99,18,20	57,147,40,30	274	298	0.852800229539	1.0	0.367,0.344,0.339,0.431	0.305,0.423,0.329,0.42	0.001
444	"ENSMUSG00000034544"	"Rsrc1"	chr3	+	66989868	66990042	67088161	67088198	66903797	66903923	67113758	67113810	444	61,60,62,39	21,12,32,19	46,153,33,35	22,72,9,14	298	185	0.570012246122	1.0	0.643,0.756,0.546,0.56	0.565,0.569,0.695,0.608	0.017
445	"ENSMUSG00000020836"	"Coro6"	chr11	+	77358049	77358169	77358575	77358695	77357243	77357425	77359091	77359196	445	0,0,1,0	1399,1244,1173,1058	0,2,0,0	910,2831,667,741	268	268	1	1.0	0.0,0.0,0.001,0.0	0.0,0.001,0.0,0.0	0.0
446	"ENSMUSG00000020836"	"Coro6"	chr11	+	77358575	77358695	77359091	77359196	77357243	77357425	77359286	77359432	446	376,341,286,256	992,818,893,763	191,499,116,162	738,2440,514,534	268	253	3.64546724418e-06	0.00119267202652	0.264,0.282,0.232,0.241	0.196,0.162,0.176,0.223	0.066
447	"ENSMUSG00000020836"	"Coro6"	chr11	+	77358575	77358695	77359091	77359196	77358049	77358169	77359286	77359432	447	0,0,0,1	971,800,882,756	0,1,0,2	725,2424,502,532	268	253	1	1.0	0.0,0.0,0.0,0.001	0.0,0.0,0.0,0.004	-0.001
448	"ENSMUSG00000020657"	"Dnajc27"	chr12	+	4147223	4147346	4153053	4153214	4146212	4146377	4156801	4157043	448	68,68,47,53	45,51,47,35	39,115,20,22	50,105,20,51	271	298	0.0158309459447	0.292025611607	0.624,0.595,0.524,0.625	0.462,0.546,0.524,0.322	0.128
449	"ENSMUSG00000040112"	"Mrps35"	chr6	+	146951325	146951386	146957349	146957489	146949631	146949799	146961639	146961749	449	329,251,294,280	656,559,595,554	272,716,190,160	576,1350,351,362	209	288	0.8105664321	1.0	0.409,0.382,0.405,0.411	0.394,0.422,0.427,0.379	-0.004
450	"ENSMUSG00000040112"	"Mrps35"	chr6	+	146957349	146957489	146961639	146961749	146949631	146949799	146962920	146962990	450	13,16,13,13	644,612,721,594	18,40,11,4	638,1450,378,464	288	258	0.468504636608	1.0	0.018,0.023,0.016,0.019	0.025,0.024,0.025,0.008	-0.002
451	"ENSMUSG00000040112"	"Mrps35"	chr6	+	146957349	146957489	146961639	146961749	146951325	146951386	146962920	146962990	451	595,510,572,546	643,611,721,593	430,1306,344,375	638,1454,378,465	288	258	0.489026676548	1.0	0.453,0.428,0.415,0.452	0.376,0.446,0.449,0.419	0.014
452	"ENSMUSG00000078515"	"Ddi2"	chr4	-	141426040	141426169	141430422	141430550	141422717	141422821	141433242	141433369	452	69,50,50,64	76,58,66,77	43,109,32,31	46,145,46,50	276	277	0.433809352093	1.0	0.477,0.464,0.432,0.455	0.484,0.43,0.411,0.384	0.03
453	"ENSMUSG00000040387"	"Klhl32"	chr4	-	24632642	24632701	24682054	24682270	24629159	24629352	24708952	24709051	453	16,7,6,11	27,7,13,8	9,27,8,7	13,42,9,15	298	207	0.684434635346	1.0	0.292,0.41,0.243,0.489	0.325,0.309,0.382,0.245	0.043
454	"ENSMUSG00000040387"	"Klhl32"	chr4	-	24682054	24682270	24708952	24709051	24632642	24632701	24743857	24743965	454	26,11,13,10	0,2,2,1	13,41,14,5	0,4,0,0	247	298	0.501943526829	1.0	1.0,0.869,0.887,0.923	1.0,0.925,1.0,1.0	-0.061
455	"ENSMUSG00000028057"	"Rit1"	chr3	+	88624879	88624965	88633301	88633375	88624632	88624777	88633586	88633778	455	8,12,10,11	222,164,222,216	13,39,4,17	221,817,151,157	234	222	0.533185654699	1.0	0.033,0.065,0.041,0.046	0.053,0.043,0.025,0.093	-0.007
456	"ENSMUSG00000028057"	"Rit1"	chr3	+	88624879	88624965	88633301	88633486	88624632	88624777	88633586	88633778	456	8,12,10,11	1,0,0,0	13,39,4,17	0,0,2,0	234	298	1	1.0	0.911,1.0,1.0,1.0	1.0,1.0,0.718,1.0	0.048
457	"ENSMUSG00000028057"	"Rit1"	chr3	+	88624879	88624965	88633586	88633778	88624632	88624777	88636418	88636855	457	8,11,10,11	224,211,197,189	13,39,4,17	207,837,103,136	234	298	0.303452452154	0.922324496234	0.044,0.062,0.061,0.069	0.074,0.056,0.047,0.137	-0.02
458	"ENSMUSG00000028057"	"Rit1"	chr3	+	88624908	88624965	88633301	88633375	88624632	88624777	88633586	88633676	458	79,55,56,57	222,164,222,216	78,307,60,53	221,817,151,157	205	222	0.0778760165739	0.599756051813	0.278,0.266,0.215,0.222	0.277,0.289,0.301,0.268	-0.039
459	"ENSMUSG00000028057"	"Rit1"	chr3	+	88624908	88624965	88633301	88633486	88624632	88624777	88633586	88633778	459	79,55,56,57	1,0,0,0	78,307,60,53	0,0,2,0	205	298	1	1.0	0.991,1.0,1.0,1.0	1.0,1.0,0.978,1.0	0.003
460	"ENSMUSG00000028057"	"Rit1"	chr3	+	88624908	88624965	88633586	88633778	88624632	88624777	88636418	88637034	460	79,54,56,57	224,211,197,189	78,309,60,54	207,837,103,136	205	298	0.0131965322872	0.271608145466	0.339,0.271,0.292,0.305	0.354,0.349,0.459,0.366	-0.08
461	"ENSMUSG00000028057"	"Rit1"	chr3	+	88624908	88624965	88633301	88633778	88624632	88624777	88636418	88638356	461	79,54,56,57	224,211,197,189	78,309,60,54	207,835,105,136	205	298	0.0129948294232	0.271608145466	0.339,0.271,0.292,0.305	0.354,0.35,0.454,0.366	-0.079
462	"ENSMUSG00000030007"	"Cct7"	chr6	+	85436923	85437030	85438068	85438152	85436096	85436250	85438489	85438542	462	750,596,663,580	332,338,278,258	604,1572,433,421	259,721,152,216	255	232	0.479191793367	1.0	0.673,0.616,0.685,0.672	0.68,0.665,0.722,0.639	-0.015
464	"ENSMUSG00000098789"	"Jmjd7"	chr2	+	119861296	119861353	119861787	119861883	119860769	119861023	119862055	119862132	464	20,23,19,14	29,18,26,30	23,67,12,21	34,66,11,26	205	244	0.471003798513	1.0	0.451,0.603,0.465,0.357	0.446,0.547,0.565,0.49	-0.043
465	"ENSMUSG00000098789"	"Jmjd7"	chr2	+	119861787	119861883	119862055	119862132	119861296	119861353	119862321	119862481	465	28,22,26,16	19,18,16,14	11,50,8,23	26,54,11,12	244	225	0.133240351096	0.720758067997	0.576,0.53,0.6,0.513	0.281,0.461,0.401,0.639	0.109
466	"ENSMUSG00000071064"	"Zfp827"	chr8	+	79818461	79818695	79844803	79845043	79802686	79803167	79847111	79847169	466	28,24,18,26	38,18,25,38	11,41,8,17	30,73,15,13	298	298	0.292299063203	0.912557113746	0.424,0.571,0.419,0.406	0.268,0.36,0.348,0.567	0.069
